"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg9.html"	"vespa"	"us de 80% des pieds"	"de poivron et d'aubergine"	"hébergent des colon"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, poivron, et, d'aubergine"	"2865-2890"	"type=GN, form=de poivron et d'aubergine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg9.html"	"vespa"	"et (mouche du chou)"	"sur radis et navet"	"dans une moindre me"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, radis, et, navet"	"8934-8952"	"type=GN, form=sur radis et navet"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVn10.html"	"vespa"	"Suivi des pucerons"	"sur blé et orge"	"en semaine 44 (du 2"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, blé, et, orge"	"4450-4465"	"type=GN, form=sur blé et orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Bul_leg_no4_cle4be3c9.html"	"vespa"	"ux-fleurs et choux,"	"radis, salades, oignons et poireaux"	", est due aux limace"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, KON, NOM"	"radis, ,, salade, ,, oignon, et, poireau"	"568-603"	"type=GN, form=radis, salades, oignons et poireaux"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Bul_leg_no4_cle4be3c9.html"	"vespa"	"et parfois sa mort."	"Sur radis, salades"	", choux-fleurs et ch"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"sur, radis, ,, salade"	"982-1000"	"type=GN, form=Sur radis, salades"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Bulletin-de-sante-du-vegetal-no1-1842.html"	"vespa"	"ium s'est développé"	"sur chêne, érable, platane et tilleul"	"avec une intensité"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"sur, chêne, ,, érable, ,, platane, et, tilleul"	"6162-6199"	"type=GN, form=sur chêne, érable, platane et tilleul"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Bulletin-de-sante-du-vegetal-no24.html"	"vespa"	"ment aux cerisiers,"	"abricotiers, pêchers"	", petits fruits roug"	"HTML, BODY, P"	"NOM, PUN, NOM"	"abricotier, ,, pêcher"	"8603-8623"	"type=GN, form=abricotiers, pêchers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Bulletin-de-sante-du-vegetal-no24.html"	"vespa"	"rs, pêchers, petits"	"fruits rouges et fraisiers"	". Les larves de cett"	"HTML, BODY, P"	"NOM, ADJ, KON, NOM"	"fruit, rouge, et, fraisier"	"8632-8658"	"type=GN, form=fruits rouges et fraisiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/COMPIL-BSV_-_Legumes_no18_cle04e91c.html"	"vespa"	"thrips rencontrées"	"sur oignon, oignon bulbille, échalote"	"sont en augmentatio"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, NOM, PUN, NOM"	"sur, oignon, ,, oignon, bulbille, ,, échalote"	"33782-33819"	"type=GN, form=sur oignon, oignon bulbille, échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1.html"	"vespa"	"es pommes de terre,"	"les betteraves, le maïs"	". Il est probable qu"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM"	"le, betterave, ,, le, maïs"	"3169-3192"	"type=GN, form=les betteraves, le maïs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1.html"	"vespa"	"érables, le charme,"	"le hêtre, le châtaignier"	"et le marronnier. L"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM"	"le, hêtre, ,, le, châtaignier"	"17587-17611"	"type=GN, form=le hêtre, le châtaignier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1.html"	"vespa"	"Melolontha préfère"	"le prunier et le mirabellier"	". Dans le groupe de"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM"	"le, prunier, et, le, mirabellier"	"17761-17789"	"type=GN, form=le prunier et le mirabellier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_technique_D_Suzukii_revision_2014_cle8a6134.html"	"vespa"	"portants concernent"	"la cerise, la fraise"	", les petits fruits("	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM"	"le, cerise, ,, le, fraise"	"1105-1125"	"type=GN, form=la cerise, la fraise"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_technique_D_Suzukii_revision_2014_cle8a6134.html"	"vespa"	"ont aussi constatés"	"sur pêche et abricot"	"mais avec une impor"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pêche, et, abricot"	"1207-1227"	"type=GN, form=sur pêche et abricot"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_technique_D_Suzukii_revision_2014_cle8a6134.html"	"vespa"	". D'autres cultures"	"comme la pomme, la figue, la vigne, le kiwi et le kaki"	"sont susceptibles d"	"HTML, BODY, P"	"KON, DET:ART, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM, KON, DET:ART, NOM"	"comme, le, pomme, ,, le, figue, ,, le, vigne, ,, le, kiwi, et, le, kaki"	"1296-1350"	"type=GN, form=comme la pomme, la figue, la vigne, le kiwi et le kaki"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/Note_trichogramme_2014.html"	"vespa"	"ucteurs de semences"	"de maïs et sorgho d'Ariège"	", Biotop et Biocare,"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, ADJ"	"de, maïs, et, sorgho, d'Ariège"	"4749-4775"	"type=GN, form=de maïs et sorgho d'Ariège"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_12_gc_10_mai_12_cle8df51d.html"	"vespa"	"contre la fusariose"	"sur escourgeon ou orge"	"d'hiver Avec la gén"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, escourgeon, ou, orge"	"14382-14404"	"type=GN, form=sur escourgeon ou orge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_2014_arbo_39_cle4cea53.html"	"vespa"	"de guêpes, tels que"	"les prunes, abricots et pêches"	", Fredon IDF où l'ép"	"HTML, BODY, P"	"DET:ART, NOM, PUN, NOM, KON, NOM"	"le, prune, ,, abricot, et, pêche"	"3730-3760"	"type=GN, form=les prunes, abricots et pêches"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_32_aout_2013_01_ambroisie_cle8311f4.html"	"vespa"	"pertes de récoltes"	"(tournesol et maïs"	"notamment). Ambrois"	"HTML, BODY, P"	"PUN, NOM, KON, NOM"	"(, tournesol, et, maïs"	"810-828"	"type=GN, form=(tournesol et maïs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_40_zna__mai_2014_01_cle8af58a-1.html"	"vespa"	"es de déclin rapide"	"sur oliviers, lauriers"	", roses, amandiers e"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"sur, olivier, ,, laurier"	"4527-4549"	"type=GN, form=sur oliviers, lauriers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_40_zna__mai_2014_01_cle8af58a-1.html"	"vespa"	"s, lauriers, roses,"	"amandiers et chênes"	"De gauche à droite"	"HTML, BODY, P"	"NOM, KON, NOM"	"amandier, et, chêne"	"4558-4577"	"type=GN, form=amandiers et chênes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_40_zna__mai_2014_01_cle8af58a-1.html"	"vespa"	"mment, les feuilles"	"des rhododendrons et fraisiers"	". De haut en bas : C"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, rhododendron, et, fraisier"	"11330-11360"	"type=GN, form=des rhododendrons et fraisiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_grandes_cultures_N15_28_02_13_V3.html"	"vespa"	"rotéagineux d'hiver"	"(pois ou féverole)"	"ont pu être réalisé"	"HTML, BODY, P"	"PUN, NOM, KON, NOM, PUN"	"(, pois, ou, féverole, )"	"6245-6263"	"type=GN, form=(pois ou féverole)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_grandes_cultures_N15_28_02_13_V3.html"	"vespa"	"norité de parcelles"	"de pois et féverole"	"du réseau ayant att"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pois, et, féverole"	"6868-6887"	"type=GN, form=de pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_grandescultures_20120306_4__cle49ab89.html"	"vespa"	"ar exemple l'oïdium"	"sur blé tendre ou orge d'hiver"	". Il s'agit de vieil"	"HTML, BODY, P"	"PRP, NOM, ADJ, KON, NOM, NOM"	"sur, blé, tendre, ou, orge, d'hiver"	"1578-1608"	"type=GN, form=sur blé tendre ou orge d'hiver"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_grandescultures_20120306_4__cle49ab89.html"	"vespa"	"e sur les parcelles"	"de blé tendre ou blé dur"	". La septoriose est"	"HTML, BODY, P"	"PRP, NOM, ADJ, KON, NOM, ADJ"	"de, blé, tendre, ou, blé, dur"	"1697-1721"	"type=GN, form=de blé tendre ou blé dur"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"Page 2 Ombellifères"	"Carotte, céleri"	", cerfeuil, panais e"	"HTML, BODY, P"	"ADJ, PUN, NOM"	"carotte, ,, céleri"	"7530-7545"	"type=GN, form=Carotte, céleri"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	", céleri, cerfeuil,"	"panais et persil"	"Composition du rése"	"HTML, BODY, P"	"NOM, KON, NOM"	"panais, et, persil"	"7557-7573"	"type=GN, form=panais et persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"es légumes feuilles"	"(céleri branche et persil)"	", le seuil est ident"	"HTML, BODY, P"	"PUN, NOM, NOM, KON, NOM, PUN"	"(, céleri, branche, et, persil, )"	"11855-11881"	"type=GN, form=(céleri branche et persil)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"p.) essentiellement"	"sur tomates, aubergines et concombres"	". Leur présence n'im"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"sur, tomate, ,, aubergine, et, concombre"	"34164-34201"	"type=GN, form=sur tomates, aubergines et concombres"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"piégeage important"	"sur cerisier et fraisier"	"afin de détecter pr"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, cerisier, et, fraisier"	"57146-57170"	"type=GN, form=sur cerisier et fraisier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"i vous avez sur vos"	"oignons, échalote"	", échalions, ,.. des"	"HTML, BODY, P"	"NOM, PUN, NOM"	"oignon, ,, échalote"	"69265-69282"	"type=GN, form=oignons, échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_legumes_17.html"	"vespa"	"s ont été observées"	"sur échalion et oignon"	"semis grande cultur"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, échalion, et, oignon"	"72459-72481"	"type=GN, form=sur échalion et oignon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_maraichage_no72_du_2_juin_2014_cle8a3b46.html"	"vespa"	"taquer les cultures"	"de céleri-rave, céleri-branche, persil, fenouil"	", panais Psilea rosa"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"de, céleri, -, rave, ,, céleri, -, branche, ,, persil, ,, fenouil"	"25199-25246"	"type=GN, form=de céleri-rave, céleri-branche, persil, fenouil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_maraichage_no72_du_2_juin_2014_cle8a3b46.html"	"vespa"	"olanacées cultivées"	"(pomme de terre, poivron"	", piment ) et les ad"	"HTML, BODY, P"	"PUN, NOM, PRP, NOM, PUN, NOM"	"(, pomme, de, terre, ,, poivron"	"29456-29480"	"type=GN, form=(pomme de terre, poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_viti_11_20_06_2013_cle0ffbf1.html"	"vespa"	"e 12 et 13 feuilles"	"(Chenin, Melon"	"de B, Chardonnay)."	"HTML, BODY, P"	"PUN, NAM, PUN, NOM"	"(, Chenin, ,, melon"	"941-955"	"type=GN, form=(Chenin, Melon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_viti_11_20_06_2013_cle0ffbf1.html"	"vespa"	"le début de semaine"	"sur Chenin, Melon"	"de B, et Gamay. Cer"	"HTML, BODY, P"	"PRP, NAM, PUN, NOM"	"sur, Chenin, ,, melon"	"1325-1342"	"type=GN, form=sur Chenin, Melon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_zna_20130801_9_cle8215c1.html"	"vespa"	"oquette PuceronsSur"	"rosiers, dahlias"	": en diminution Tom"	"HTML, BODY, P"	"NOM, PUN, NOM"	"rosier, ,, dahlia"	"850-866"	"type=GN, form=rosiers, dahlias"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsv_zna_mai_2011_4__cle81e41d.html"	"vespa"	"es aulnes, charmes,"	"noisetiers, hêtres et tilleuls"	". C'est en Mayenne q"	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM"	"noisetier, ,, hêtre, et, tilleul"	"9068-9098"	"type=GN, form=noisetiers, hêtres et tilleuls"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsvmaraichage_20130329_3_cle8d1bdc.html"	"vespa"	"cultures sous abris"	": concombre, tomate, aubergine, poivron"	". Elles peuvent prov"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	":, concombre, ,, tomate, ,, aubergine, ,, poivron"	"6168-6207"	"type=GN, form=: concombre, tomate, aubergine, poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/bsvmaraichage_20130329_3_cle8d1bdc.html"	"vespa"	"r des taches jaunes"	"(tomate, poivron)"	"ou des déformations"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, tomate, ,, poivron, )"	"6360-6377"	"type=GN, form=(tomate, poivron)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/horti12_cle0346d5.html"	"vespa"	"illez attentivement"	"les Dipladenia, Agrumes, Trachycarpus, Cycas"	", Phoenix roebellini"	"HTML, BODY, P"	"DET:ART, NAM, PUN, NOM, PUN, NAM, PUN, NOM"	"le, Dipladenia, ,, agrume, ,, Trachycarpus, ,, cycas"	"1964-2008"	"type=GN, form=les Dipladenia, Agrumes, Trachycarpus, Cycas"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/horti12_cle0346d5.html"	"vespa"	"pus, Cycas, Phoenix"	"roebellini, Pittosporum, Mûriers, Bougainvillées"	"Maladies Cladospori"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"roebellini, ,, pittosporum, ,, mûrier, ,, bougainvillée"	"2018-2066"	"type=GN, form=roebellini, Pittosporum, Mûriers, Bougainvillées"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/horti12_cle0346d5.html"	"vespa"	"trytis sur cultures"	"de tulipes et pivoine"	"dans le Var, les in"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, tulipe, et, pivoine"	"2253-2274"	"type=GN, form=de tulipes et pivoine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/note_nationale_cle831acf.html"	"vespa"	"dernière est donnée"	"sur aubergine et tomate"	". L'identification s"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, aubergine, et, tomate"	"3611-3634"	"type=GN, form=sur aubergine et tomate"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/05bsv_jevi_20190502_cle8f22b6.html"	"alea"	"ventices du potager"	"(betterave, chénopode, épinard, poirée"	"ou bette à cardes.."	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, betterave, ,, chénopode, ,, épinard, ,, poirée"	"12596-12634"	"type=GN, form=(betterave, chénopode, épinard, poirée"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/05bsv_jevi_20190502_cle8f22b6.html"	"alea"	"irier), Prunus spp."	"(prunier, cerisier, abricotier"	", pêcher ), Citrus s"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	"(, prunier, ,, cerisier, ,, abricotier"	"21304-21334"	"type=GN, form=(prunier, cerisier, abricotier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2015-05-28_BSV_Grandes_Cultures_01_cle8ba414.html"	"alea"	"NEUX page 17 Stades"	": Pois, Féverole"	": Début Floraison T"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	":, pois, ,, féverole"	"947-963"	"type=GN, form=: Pois, Féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2015-05-28_BSV_Grandes_Cultures_01_cle8ba414.html"	"alea"	"étés très sensibles"	"(Trapez, Laurier"	", Alixan, Goncourt)"	"HTML, BODY, P"	"PUN, NAM, PUN, NOM"	"(, Trapez, ,, laurier"	"9872-9888"	"type=GN, form=(Trapez, Laurier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2017_BSV_manche_10_sem21_cle8d2aee.html"	"alea"	"ns le nord Cotentin."	"Carotte, céleri, persil"	": toujours des capt"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"carotte, ,, céleri, ,, persil"	"847-870"	"type=GN, form=Carotte, céleri, persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2017_BSV_manche_10_sem21_cle8d2aee.html"	"alea"	"Les légumes racines"	"comme le navet et le radis"	"sont sensibles aux"	"HTML, BODY, P"	"KON, DET:ART, NOM, KON, DET:ART, NOM"	"comme, le, navet, et, le, radis"	"12518-12544"	"type=GN, form=comme le navet et le radis"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2017_BSV_manche_10_sem21_cle8d2aee.html"	"alea"	"après la plantation."	"Céleri branche et persil"	": 10% de plants ave"	"HTML, BODY, P"	"NOM, NOM, KON, NOM"	"céleri, branche, et, persil"	"16628-16652"	"type=GN, form=Céleri branche et persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2017_BSV_manche_33_sem44_cle8f1de5.html"	"alea"	"es dernières séries."	"Carotte, céleri, persil"	": le troisième vol"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"carotte, ,, céleri, ,, persil"	"517-540"	"type=GN, form=Carotte, céleri, persil"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/2017_BSV_manche_33_sem44_cle8f1de5.html"	"alea"	"récédents sensibles"	"comme la laitue, le céleri-rave, la phacélie"	". CAROTTE - CELERI -"	"HTML, BODY, P"	"KON, DET:ART, NOM, PUN, DET:ART, NOM, PUN, NOM, PUN, DET:ART, NOM"	"comme, le, laitue, ,, le, céleri, -, rave, ,, le, phacélie"	"4249-4293"	"type=GN, form=comme la laitue, le céleri-rave, la phacélie"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/55_02_note_commune_resistance_fongicides_maladies_cereales_2006_cle86a116.html"	"alea"	"iliser des variétés"	"de blé ou d'orge sensibles"	"sur de grandes surf"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, ADJ"	"de, blé, ou, d'orge, sensible"	"4325-4351"	"type=GN, form=de blé ou d'orge sensibles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/55_02_note_commune_resistance_fongicides_maladies_cereales_2006_cle86a116.html"	"alea"	"lle de strobilurine"	"sur orge et escourgeon"	"sauf en situation d"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, orge, et, escourgeon"	"6030-6052"	"type=GN, form=sur orge et escourgeon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"ibles début juillet"	"sur des abricots et pêches"	"restant sur les arb"	"HTML, BODY, P"	"PRP, PRP:det, NOM, KON, NOM"	"sur, du, abricot, et, pêche"	"15286-15312"	"type=GN, form=sur des abricots et pêches"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"été problématiques"	"sur pêches, abricots"	"et prunes cette ann"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"sur, pêche, ,, abricot"	"15713-15733"	"type=GN, form=sur pêches, abricots"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"nne Vallée du Rhône"	"sur abricots et pêches"	"(chenilles visibles"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, abricot, et, pêche"	"17017-17039"	"type=GN, form=sur abricots et pêches"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"but du mois de juin"	"sur des pêchers et abricotiers"	"conduits en Agricul"	"HTML, BODY, P"	"PRP, PRP:det, NOM, KON, NOM"	"sur, du, pêcher, et, abricotier"	"17331-17361"	"type=GN, form=sur des pêchers et abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"ier (principalement"	"sur prunier et abricotier)"	"peut dans certaines"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"sur, prunier, et, abricotier, )"	"24684-24710"	"type=GN, form=sur prunier et abricotier)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"végétaux : vignes,"	"oliviers, arbres fruitiers"	"(Prunus), agrumes,"	"HTML, BODY, P"	"NOM, PUN, NOM, ADJ"	"olivier, ,, arbre, fruitier"	"46471-46497"	"type=GN, form=oliviers, arbres fruitiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"fruitiers (Prunus),"	"agrumes, caféiers, chênes, luzerne"	", etc.A ce jour, six"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"agrume, ,, caféier, ,, chêne, ,, luzerne"	"46508-46542"	"type=GN, form=agrumes, caféiers, chênes, luzerne"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_Bilan_Fruits_a_noyau_2018_cle888e1e.html"	"alea"	"e-Alpes sur pêcher,"	"abricotier, prunier et cerisier"	". Elles se sont déro"	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM"	"abricotier, ,, prunier, et, cerisier"	"47732-47763"	"type=GN, form=abricotier, prunier et cerisier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html"	"alea"	"ia dans la rotation"	"(colza, tournesol, soja, pois )"	", les attaques recen"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, colza, ,, tournesol, ,, soja, ,, pois, )"	"4825-4856"	"type=GN, form=(colza, tournesol, soja, pois )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html"	"alea"	"cultures mellifères"	"(colza, tournesol, féverole, luzerne, maïs"	", CIPAN ) en début d"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, colza, ,, tournesol, ,, féverole, ,, luzerne, ,, maïs"	"18955-18997"	"type=GN, form=(colza, tournesol, féverole, luzerne, maïs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"ou moins importante"	"des chênes, le"	"Bulletin de Santé d"	"HTML, BODY, P"	"PRP:det, NOM, PUN, DET:ART"	"du, chêne, ,, le"	"7193-7207"	"type=GN, form=des chênes, le"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"mues bien visibles"	"sur les palmiers Trachycarpus et Chamaerops humilis"	". Il faut donc être"	"HTML, BODY, P"	"PRP, DET:ART, NOM, NAM, KON, NOM, ADJ"	"sur, le, palmier, Trachycarpus, et, chamaerops, humilis"	"17708-17759"	"type=GN, form=sur les palmiers Trachycarpus et Chamaerops humilis"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"nombreux végétaux,"	"oliviers, Prunus"	"(pêchers, amandiers"	"HTML, BODY, P"	"NOM, PUN, NOM"	"olivier, ,, prunus"	"22981-22997"	"type=GN, form=oliviers, Prunus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"x, oliviers, Prunus"	"(pêchers, amandiers)"	", laurier rose, vign"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, pêcher, ,, amandier, )"	"22998-23018"	"type=GN, form=(pêchers, amandiers)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/alea/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"alea"	"êchers, amandiers),"	"laurier rose, vigne, agrumes, caféiers, chênes"	"Les dépérissements"	"HTML, BODY, P"	"NOM, ADJ, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"laurier, rose, ,, vigne, ,, agrume, ,, caféier, ,, chêne"	"23020-23066"	"type=GN, form=laurier rose, vigne, agrumes, caféiers, chênes"
