"bsv"	"context before"	"conjunction"	"match"	"context after"	"location"	"features"
"BSV_RA_Arbono30du10092013_cle067bb6"	"casionnellement aux"	"pommiers et poiriers"	"pommiers, poiriers"	". Les prises se main"	"12107-12127"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono30du10092013_cle067bb6"	"en particulier sur"	"fraises, framboises"	"fraises, framboises"	"et Petits fruits. L"	"18483-18502"	"type=N_PUN_N, form=fraises, framboises"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"ournesoll : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"6525-6536"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"ournesoll : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"4377-4388"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"7 du 14 mars2013 2"	"Blé et orge"	"Blé, orge"	"24 parcelles de blé"	"4144-4155"	"type=N_KON_N, form=Blé et orge"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"sque et rédaction :"	"Colza et tournesol"	"Colza, tournesol"	": CETIOM, Blé et ma"	"8047-8065"	"type=N_KON_N, form=Colza et tournesol"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"8076-8087"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	"colza, tournesol, féverole, luzerne, maïs"	", CIPAN ) en début d"	"12059-12100"	"type=N_PUN_N, form=colza, tournesol, féverole, luzerne, maïs"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"ournesoll : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"13825-13836"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"ations spécifiques."	"Blé et orge"	"Blé, orge"	"29 parcelles au tot"	"4745-4756"	"type=N_KON_N, form=Blé et orge"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"1 avril 2013 3 Sur"	"blés, la"	"blés"	"rouille brune confi"	"6433-6441"	"type=N_PUN_N, form=blés, la"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	"colza, tournesol, féverole, luzerne, maïs"	", CIPAN ) en début d"	"8496-8537"	"type=N_PUN_N, form=colza, tournesol, féverole, luzerne, maïs"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"sque et rédaction :"	"Colza et tournesol"	"Colza, tournesol"	": CETIOM, Blé et ma"	"10402-10420"	"type=N_KON_N, form=Colza et tournesol"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"10431-10442"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"sque et rédaction :"	"Colza et tournesol"	"Colza, tournesol"	": CETIOM, Blé et ma"	"4171-4189"	"type=N_KON_N, form=Colza et tournesol"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"4200-4211"	"type=N_KON_N, form=Blé et maïs"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"sque et rédaction :"	"Colza et tournesol"	"Colza, tournesol"	": CETIOM, Blé et ma"	"5307-5325"	"type=N_KON_N, form=Colza et tournesol"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé, maïs"	": ARVALIS-Institut"	"5336-5347"	"type=N_KON_N, form=Blé et maïs"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"4807-4821"	"type=N_KON_N, form=vergers et les"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"3236-3250"	"type=N_KON_N, form=vergers et les"
"BSV_Viti_06"	"hytoService, Espace"	"Vigne, Soufflet"	"Vigne"	"Vigne, VitAgri, COP"	"816-831"	"type=N_PUN_N, form=Vigne, Soufflet"
"BSV_Viti_No19_du_29_juillet_2014_cle08937a"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"12629-12643"	"type=N_KON_N, form=vergers et les"
"BSV_ZNA_02_002"	"Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons, poireaux, échalotes, ciboulettes"	") .................."	"2251-2298"	"type=N_PUN_N, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"tes) et FDGDON 37 ("	"Légumes et Espèces"	"Légumes"	"envahissantes) Dire"	"3155-3173"	"type=N_KON_N, form=Légumes et Espèces"
"BSV_ZNA_02_002"	"'œuf sur les Ribes ("	"cassis et groseillier"	"cassis, groseillier"	"). Dès le mois d'avr"	"19567-19588"	"type=N_KON_N, form=cassis et groseillier"
"BSV_ZNA_02_002"	"Légumes Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons, poireaux, échalotes, ciboulettes"	") Mouche des alliums"	"27081-27128"	"type=N_PUN_N, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"ille des alliacées ("	"oignons, ciboulettes, poireaux, échalotes et ails"	"oignons, ciboulettes, poireaux, échalotes"	"). Photo : Cyril Kru"	"28139-28188"	"type=N_PUN_N_KON_N, form=oignons, ciboulettes, poireaux, échalotes et ails"
"BSV_ZNA_02_002"	"mentaire : pin noir"	"d'Autriche, pin"	"pin"	"laricio sp., pin ma"	"30545-30560"	"type=N_PUN_N, form=d'Autriche, pin"
"BSV_ZNA_02_002"	"in laricio sp., pin"	"maritime, pin"	"pin"	"sylvestre, pin d'Al"	"30578-30591"	"type=N_PUN_N, form=maritime, pin"
"BSV_ZNA_02_002"	", pin maritime, pin"	"sylvestre, pin"	"pin"	"d'Alep, cèdre de l'"	"30592-30606"	"type=N_PUN_N, form=sylvestre, pin"
"BSV_ZNA_03_cle0b3cb8"	"égion dans certains"	"jardins et prairies"	"jardins, prairies"	". L'aspect velu des"	"659-678"	"type=N_KON_N, form=jardins et prairies"
"BSV_ZNA_03_cle0b3cb8"	"es tombes. Dans les"	"parcs et jardins"	"parcs, jardins"	", aucune raison de c"	"3248-3264"	"type=N_KON_N, form=parcs et jardins"
"BSV_ZNA_N7_03_08_2011_cle431c59"	"oles Espaces Verts"	"Tigre et champignons"	"champignons"	"du feuillage du pla"	"103-123"	"type=N_KON_N, form=Tigre et champignons"
"BSV_ZNA_n_07_du_28_juin_2013"	"les n° juin du 2013"	"Parcs, jardins et jardins"	"Parcs, jardins, jardins"	"autres zones non zo"	"81-106"	"type=N_PUN_N_KON_N, form=Parcs, jardins et jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"oleillement > 80%)"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"1708-1722"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"07 du 28 juin 2013"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"1776-1790"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"uellement en région"	"Feuillus et rosiers"	"Feuillus, rosiers"	"Les maladies fongiq"	"2474-2493"	"type=N_KON_N, form=Feuillus et rosiers"
"BSV_ZNA_n_07_du_28_juin_2013"	"tions circulaires."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"4082-4096"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"s fortes attaques."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"6080-6094"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"nitaire importants"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"6901-6915"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"9780-9794"	"type=N_KON_N, form=vergers et les"
"BSV_ZNA_n_07_du_28_juin_2013"	"www.itsap.asso.fr"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"10307-10321"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"de santé du végétal"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"10498-10512"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"les n° septembre du"	"Parcs, jardins et jardins"	"Parcs, jardins, jardins"	"autres zones non zo"	"49-74"	"type=N_PUN_N_KON_N, form=Parcs, jardins et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"e : le cyclamen, la"	"primevère, le"	"primevère"	"lis, le lilas, le t"	"500-513"	"type=N_PUN_N, form=primevère, le"
"BSV_ZNA_n_10_du_13_septembre_2013"	"ilas, le troène, le"	"tilleul, le"	"tilleul"	"bégonia, l'hortensi"	"543-554"	"type=N_PUN_N, form=tilleul, le"
"BSV_ZNA_n_10_du_13_septembre_2013"	"ain, l'aubépine, le"	"rosier, l'hibiscus"	"rosier"	"En bourgogne, leur"	"603-621"	"type=N_PUN_N, form=rosier, l'hibiscus"
"BSV_ZNA_n_10_du_13_septembre_2013"	"ment de la plante."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"1673-1687"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"l'automne. Dans les"	"parcs et jardins"	"parcs, jardins"	", elle peut nuire à"	"1913-1929"	"type=N_KON_N, form=parcs et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"de ce champignon."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"3515-3529"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"rintemps prochain."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"5813-5827"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"edon-bourgogne.com"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"7778-7792"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"9537-9551"	"type=N_KON_N, form=vergers et les"
"BSV_ZNA_n_10_du_13_septembre_2013"	"ulletin de santé du"	"végétalParcs, jardins"	"jardins"	"et autres zones non"	"10179-10200"	"type=N_PUN_N, form=végétalParcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"coles n° octobre du"	"Parcs, jardins et jardins"	"Parcs, jardins, jardins"	"autres zones non zo"	"47-72"	"type=N_PUN_N_KON_N, form=Parcs, jardins et jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"ver dans celle-ci."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"1983-1997"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"ssement des tiges."	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"4349-4363"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"gins-Wädenswil ACW"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"4945-4959"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"edon-bourgogne.com"	"Parcs, jardins"	"Parcs, jardins"	"et autres zones non"	"6840-6854"	"type=N_PUN_N, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"8597-8611"	"type=N_KON_N, form=vergers et les"
"BSV_ZNA_n_12_du_18_octobre_2013"	"ulletin de santé du"	"végétalParcs, jardins"	"jardins"	"et autres zones non"	"9239-9260"	"type=N_PUN_N, form=végétalParcs, jardins"
"BSV_ZNAetPO-53_cle8973eb"	"noires sur laurier"	"rose, Saissetia"	"rose"	"oleae ............."	"962-977"	"type=N_PUN_N, form=rose, Saissetia"
"BSV_ZNAetPO-53_cle8973eb"	"ur : -Lauriers rose-"	"Agrumes et citrus"	"Agrumes"	"Les niveaux d'attaq"	"2827-2844"	"type=N_KON_N, form=Agrumes et citrus"
"BSV_ZNAetPO-53_cle8973eb"	"e fumagine. Sur les"	"agrumes et citrus"	"agrumes"	", les ponctions de s"	"3019-3036"	"type=N_KON_N, form=agrumes et citrus"
"BSV_ZNAetPO-53_cle8973eb"	"noires sur laurier"	"rose, Saissetia"	"rose"	"oleae Répandue dans"	"4481-4496"	"type=N_PUN_N, form=rose, Saissetia"
"BSV_arbo_04"	"s stades sensibles ("	"pommiers et poiriers"	"pommiers, poiriers"	") Aucune projection"	"340-360"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_arbo_17"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"3457-3471"	"type=N_KON_N, form=vergers et les"
"BSV_arbo_17"	"de nuisibilité Sur"	"pommier, le"	"pommier"	"seuil de nuisibilit"	"16683-16694"	"type=N_PUN_N, form=pommier, le"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"t bien visibles sur"	"pommiers et poiriers"	"pommiers, poiriers"	"(photo de droite)."	"2942-2962"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"8107-8156"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_arboriculture_no09_du_14_avril_2011_cle87424a"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"8157-8176"	"type=N_PUN_N, form=horticulture, zones"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"his plantaginea Sur"	"pommier, le"	"pommier"	"seuil de nuisibilit"	"3455-3466"	"type=N_PUN_N, form=pommier, le"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"Molien, les vergers"	"d'Ableiges, verger"	"verger"	"du grand Morin.Réda"	"7346-7364"	"type=N_PUN_N, form=d'Ableiges, verger"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"7835-7884"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_arboriculture_no12_du_28_avril_2011_cle88e81d"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"7885-7904"	"type=N_PUN_N, form=horticulture, zones"
"BSV_cereales_paille_20_001"	"(retour fréquent de"	"blé, variété"	"blé"	"sensible, milieu fa"	"994-1006"	"type=N_PUN_N, form=blé, variété"
"BSV_grandes_cultures_12-20_cle48bba7"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"17143-17192"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_grandes_cultures_12-20_cle48bba7"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. L E"	"17193-17212"	"type=N_PUN_N, form=horticulture, zones"
"BSV_grandes_cultures_12-30_cle4692e1"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"10307-10356"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_grandes_cultures_12-30_cle4692e1"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. L E"	"10357-10376"	"type=N_PUN_N, form=horticulture, zones"
"BSV_grandes_cultures_12-36_cle41c945"	"E (77), sur 20% des"	"plantes, colza"	"colza"	"au stade B4 (4 feui"	"7603-7617"	"type=N_PUN_N, form=plantes, colza"
"BSV_grandes_cultures_12-36_cle41c945"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"10273-10322"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_grandes_cultures_12-36_cle41c945"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. L E"	"10323-10342"	"type=N_PUN_N, form=horticulture, zones"
"BSV_grandes_cultures_13-32_cle427651"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"7441-7490"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_grandes_cultures_13-32_cle427651"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. L E"	"7491-7510"	"type=N_PUN_N, form=horticulture, zones"
"BSV_grandes_cultures_13-36_cle4e21eb"	"récédents à récolte"	"tardive(betterave, maïs"	"maïs"	") sont toujours en a"	"377-400"	"type=N_PUN_N, form=tardive(betterave, maïs"
"BSV_grandes_cultures_13-36_cle4e21eb"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"9300-9349"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_grandes_cultures_13-36_cle4e21eb"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. L E"	"9350-9369"	"type=N_PUN_N, form=horticulture, zones"
"BSV_juin2013_cle08ce1a-1"	"les"	"citronniers,
  

limettiers,
mandariniers,
orangers"	"citronniers, limettiers, mandariniers, orangers"	"et autres agrumes L"	"7266-7317"	"type=N_PUN_N, form=citronniers,
  

limettiers,
mandariniers,
orangers"
"BSV_juin2013_cle08ce1a-1"	"e martiniquais. Les"	"agrumes et les"	"agrumes"	"buis de Chine sont"	"9199-9213"	"type=N_KON_N, form=agrumes et les"
"BSV_juin2013_cle08ce1a-1"	"ées dans toutes les"	"pépinières et les"	"pépinières"	"vergers. Chez les p"	"9765-9782"	"type=N_KON_N, form=pépinières et les"
"BSV_juin2013_cle08ce1a-1"	"de feuilles sur les"	"agrumes et les"	"agrumes"	"buis de Chine pour"	"10087-10101"	"type=N_KON_N, form=agrumes et les"
"BSV_juin2013_cle08ce1a-1"	"rcosporioses sur le"	"bananier, le"	"bananier"	"coupe-feuille, au t"	"15376-15388"	"type=N_PUN_N, form=bananier, le"
"BSV_juin2013_cle08ce1a-1"	"vide sanitaire. 14"	"Piment et poivron"	"Piment, poivron"	"Un total de 10 obse"	"24704-24721"	"type=N_KON_N, form=Piment et poivron"
"BSV_juin2013_cle08ce1a-1"	"nte Anne sur piment"	"fort, piment"	"piment"	"végétarien et poivr"	"24913-24925"	"type=N_PUN_N, form=fort, piment"
"BSV_juin2013_cle08ce1a-1"	"piment fort, piment"	"végétarien et poivron"	"poivron"	". Virus et pucerons"	"24926-24947"	"type=N_KON_N, form=végétarien et poivron"
"BSV_juin2013_cle08ce1a-1"	"es Melonniers et de"	"Vergers et Jardins"	"Vergers, Jardins"	"Tropicaux. Rédacteu"	"28050-28068"	"type=N_KON_N, form=Vergers et Jardins"
"BSV_legumes_11_002"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel ......"	"647-667"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_11_002"	"......... 14 Oignon-"	"échalote et pomme"	"échalote"	"de terre primeur .."	"1463-1480"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_11_002"	"sents sous abri sur"	"céleri et persil"	"céleri, persil"	", bien contrôlés par"	"2708-2724"	"type=N_KON_N, form=céleri et persil"
"BSV_legumes_11_002"	": dégâts d'altises."	"Oignon, échalote"	"Oignon, échalote"	": observation de so"	"3256-3272"	"type=N_PUN_N, form=Oignon, échalote"
"BSV_legumes_11_002"	"ptères(momies). Sur"	"persil, les"	"persil"	"coccinelles ont fai"	"10222-10233"	"type=N_PUN_N, form=persil, les"
"BSV_legumes_11_002"	"es feuilles (céleri"	"branche et persil"	"persil"	"), le seuil est iden"	"10463-10480"	"type=N_KON_N, form=branche et persil"
"BSV_legumes_11_002"	"des organes aérien ("	"feuilles, gousses"	"gousses"	", ) entraînant ainsi"	"17514-17531"	"type=N_PUN_N, form=feuilles, gousses"
"BSV_legumes_11_002"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel Compos"	"19880-19900"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_11_002"	"v 2 2 4"	"Mâches
    et Bettes"	"Mâches, Bettes"	"Tomates"	"20098-20118"	"type=N_KON_N, form=Mâches
    et Bettes"
"BSV_legumes_11_002"	") sont observés sur"	"laitues et batavias"	"laitues, batavias"	"(tout type de stade"	"22757-22776"	"type=N_KON_N, form=laitues et batavias"
"BSV_legumes_11_002"	"principalement à un"	"champignon, Puccinia"	"champignon"	"opizii. C'est une m"	"23006-23026"	"type=N_PUN_N, form=champignon, Puccinia"
"BSV_legumes_11_002"	"tériose. Crucifères"	"Choux, navets et radis"	"Choux, navets, radis"	"ALTISES DES CRUCIFE"	"24610-24632"	"type=N_PUN_N_KON_N, form=Choux, navets et radis"
"BSV_legumes_11_002"	"ultures. Solanacées"	"Aubergine, tomate et poivron"	"Aubergine, tomate, poivron"	"PUCERONS Etat génér"	"30512-30540"	"type=N_PUN_N_KON_N, form=Aubergine, tomate et poivron"
"BSV_legumes_11_002"	"s les secteurs. Les"	"aubergines et les"	"aubergines"	"tomates sont les pl"	"30657-30674"	"type=N_KON_N, form=aubergines et les"
"BSV_legumes_11_002"	"Tuta absoluta ("	"tomates, solanacées"	"tomates"	") 3"	"38355-38374"	"type=N_PUN_N, form=tomates, solanacées"
"BSV_legumes_11_002"	"ignon- Oignon -"	"échalote et pomme"	"échalote"	"de terre primeur"	"40546-40563"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_27_001"	"................. 2"	"Carotte, céleri, panais et persil"	"Carotte, céleri, panais, persil"	"..................."	"251-284"	"type=N_PUN_N_KON_N, form=Carotte, céleri, panais et persil"
"BSV_legumes_27_001"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel ......"	"408-428"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_27_001"	"......... 13 Oignon"	"échalote et pomme"	"échalote"	"de terre primeur .."	"1895-1912"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_27_001"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel : Cruc"	"2207-2227"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_27_001"	"illes défoliatrices."	"Epinards et bettes"	"bettes"	": vol et ponte de l"	"2300-2318"	"type=N_KON_N, form=Epinards et bettes"
"BSV_legumes_27_001"	"bulletin semaine 42."	"Oignons, échalotes"	"Oignons, échalotes"	": Mouches des alliu"	"2514-2532"	"type=N_PUN_N, form=Oignons, échalotes"
"BSV_legumes_27_001"	"mbellifères"	"Carotte, céleri, panais et persil"	"Carotte, céleri, panais, persil"	"Compositi"	"4061-4094"	"type=N_PUN_N_KON_N, form=Carotte, céleri, panais et persil"
"BSV_legumes_27_001"	"u feuillage.Carotte"	"d'industrie et carotte"	"carotte"	"de conservation : d"	"7078-7100"	"type=N_KON_N, form=d'industrie et carotte"
"BSV_legumes_27_001"	"alternaria).Carotte"	"d'industrie et carotte"	"carotte"	"de conservation : l"	"7290-7312"	"type=N_KON_N, form=d'industrie et carotte"
"BSV_legumes_27_001"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel Compos"	"8263-8283"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_27_001"	"2 2 Tuta absoluta ("	"tomates, solanacées"	"tomates"	") 1 1 3 Etat général"	"22820-22839"	"type=N_PUN_N, form=tomates, solanacées"
"BSV_legumes_27_001"	"n semaine 42 Oignon"	"échalote et pomme"	"échalote"	"de terre primeur"	"35533-35550"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_27_001"	"éciation des bulbes"	"d'oignon et échalote"	"échalote"	"ainsi que des poire"	"39428-39448"	"type=N_KON_N, form=d'oignon et échalote"
"BSV_legumes_frais_no8_18_mai_2012_cle8f7dbc"	"de la carotte Chou"	"fleur et brocoli"	"brocoli"	": Mouche du chou Oi"	"323-339"	"type=N_KON_N, form=fleur et brocoli"
"BSV_legumes_frais_no8_18_mai_2012_cle8f7dbc"	"baisse du vol. Chou-"	"fleur et brocoli"	"brocoli"	": Mouche du chou :E"	"1700-1716"	"type=N_KON_N, form=fleur et brocoli"
"BSV_legumes_no24_cle46aed9"	".......... 5 Oignon-"	"échalote et pomme"	"échalote"	"de terre primeur .."	"862-879"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_no24_cle46aed9"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel ......"	"1076-1096"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_no24_cle46aed9"	"................ 16"	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"..................."	"1905-1932"	"type=N_PUN_N, form=Asperge, Courgette, Poireau"
"BSV_legumes_no24_cle46aed9"	"....... 19 Haricots"	"verts et Flageolets"	"Flageolets"	"..................."	"2486-2505"	"type=N_KON_N, form=verts et Flageolets"
"BSV_legumes_no24_cle46aed9"	"1 6 Oignon-Oignon -"	"échalote et pomme"	"échalote"	"de terre ter re pri"	"13742-13759"	"type=N_KON_N, form=échalote et pomme"
"BSV_legumes_no24_cle46aed9"	"jeunes feuilles des"	"oignons, les"	"oignons"	"feuilles âgées se g"	"17750-17762"	"type=N_PUN_N, form=oignons, les"
"BSV_legumes_no24_cle46aed9"	"Cultures sous abris"	"froids et maraîchage"	"maraîchage"	"traditionnel Compos"	"18310-18330"	"type=N_KON_N, form=froids et maraîchage"
"BSV_legumes_no24_cle46aed9"	"ervés sur de jeunes"	"batavias et feuilles"	"batavias"	"de chêne rouge : en"	"21725-21745"	"type=N_KON_N, form=batavias et feuilles"
"BSV_legumes_no24_cle46aed9"	"avageur. Crucifères"	"Choux, radis"	"Choux, radis"	": ALTISES Contexte"	"22180-22192"	"type=N_PUN_N, form=Choux, radis"
"BSV_legumes_no24_cle46aed9"	"rs. Les cultures de"	"Solanacées(tomates, aubergines, poivrons"	"aubergines, poivrons"	") et concombres ne d"	"29967-30007"	"type=N_PUN_N, form=Solanacées(tomates, aubergines, poivrons"
"BSV_legumes_no24_cle46aed9"	"cultures comme les"	"choux, bettes"	"choux, bettes"	", et salades. Tomate"	"30136-30149"	"type=N_PUN_N, form=choux, bettes"
"BSV_legumes_no24_cle46aed9"	"d'observations Sur"	"tomates et poivrons"	"tomates, poivrons"	", diverses altératio"	"32290-32309"	"type=N_KON_N, form=tomates et poivrons"
"BSV_legumes_no24_cle46aed9"	"arcelles infestées."	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"AspergeParcelles su"	"40371-40398"	"type=N_PUN_N, form=Asperge, Courgette, Poireau"
"BSV_legumes_no24_cle46aed9"	"'industrie Haricots"	"verts et Flageolets"	"Flageolets"	"Contexte d'observat"	"46945-46964"	"type=N_KON_N, form=verts et Flageolets"
