"bsv"	"context before"	"locality"	"context after"	"location"	"features"
"01F57Zd3vFWg1itsp44SIT8E"	"é du Végétal Région"	"Corse"	"Agrumiculture N°4 2"	"82-87"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"Santé du Végétal de"	"Corse"	"Agrumiculture : CDA"	"242-247"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	", CANICO, CIVAM BIO"	"CORSE"	", FREDON, INRA et AR"	"297-302"	"type=REG_NOM, $=Corse, form=CORSE"
"01F57Zd3vFWg1itsp44SIT8E"	"re d'Agriculture de"	"Corse"	"15 avenue Jean Zucc"	"1543-1548"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"re d'Agriculture de"	"Corse"	"15 avenue Jean Zucc"	"1918-1923"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"SIONS METEO - Haute-"	"Corse"	"JOURNEE DU MARDI 21"	"2054-2059"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"fflent sur la Haute-"	"Corse"	", parfois renforcées"	"3247-3252"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"a Balagne et le Cap"	"Corse"	", souffle sur notre"	"3598-3603"	"type=REG_NOM, $=Corse, form=Corse"
"01F57Zd3vFWg1itsp44SIT8E"	"rientant au secteur"	"Nord"	"-Est à Nord-Ouest. D"	"3686-3690"	"type=DEP_NOM, $=Nord, form=Nord"
"01F57Zd3vFWg1itsp44SIT8E"	"secteur Nord-Est à"	"Nord"	"-Ouest. DIMANCHE 26"	"3697-3701"	"type=DEP_NOM, $=Nord, form=Nord"
"01F57Zd3vFWg1itsp44SIT8E"	"souffle du secteur"	"Nord"	"-Est à Nord-Ouest. C"	"3890-3894"	"type=DEP_NOM, $=Nord, form=Nord"
"01F57Zd3vFWg1itsp44SIT8E"	"secteur Nord-Est à"	"Nord"	"-Ouest. Ce bulletin"	"3901-3905"	"type=DEP_NOM, $=Nord, form=Nord"
"01F57Zd3vFWg1itsp44SIT8E"	"le d'Agriculture de"	"Corse"	"dégage toute respon"	"4134-4139"	"type=REG_NOM, $=Corse, form=Corse"
"02_bsv_raisin_29032012_V3"	""	"MIDI-PYRENEES"	"Raisin de table - n"	"1-14"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=MIDI-PYRENEES"
"02_bsv_raisin_29032012_V3"	"de table - n°2 19"	"MIDI-PYRENEES"	"Raisin de table - n"	"41-54"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=MIDI-PYRENEES"
"02_bsv_raisin_29032012_V3"	"étéo France pour le"	"Tarn"	"et Garonne) Ven 30"	"405-409"	"type=DEP_NOM, $=Tarn, form=Tarn"
"02_bsv_raisin_29032012_V3"	"le d'Agriculture de"	"Midi-Pyrénées"	"BP 22107 31321 CAST"	"1913-1926"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"02_bsv_raisin_29032012_V3"	"re d'agriculture du"	"Tarn"	"-et-Garonne, le CEFE"	"6237-6241"	"type=DEP_NOM, $=Tarn, form=Tarn"
"02_bsv_raisin_29032012_V3"	"la parcelle. La CRA"	"Midi-Pyrénées"	"dégage donc toute r"	"6501-6514"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"04_bsv_raisin_12042012_V3"	""	"MIDI-PYRENEES"	"Raisin de table - n"	"2-15"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=MIDI-PYRENEES"
"04_bsv_raisin_12042012_V3"	"étéo France pour le"	"Tarn"	"et Garonne) Ven 13"	"493-497"	"type=DEP_NOM, $=Tarn, form=Tarn"
"04_bsv_raisin_12042012_V3"	"le d'Agriculture de"	"Midi-Pyrénées"	"BULLETIN DE SANTÉ D"	"1641-1654"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"04_bsv_raisin_12042012_V3"	"re d'agriculture du"	"Tarn"	"-et-Garonne, le CEFE"	"5832-5836"	"type=DEP_NOM, $=Tarn, form=Tarn"
"04_bsv_raisin_12042012_V3"	"la parcelle. La CRA"	"Midi-Pyrénées"	"dégage donc toute r"	"6096-6109"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"05_bsv_ail_05042012_V3"	"DE SANTE DU VEGETAL"	"MIDI-PYRENEES"	"Ail - n°5 5 avril 2"	"308-321"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=MIDI-PYRENEES"
"05_bsv_ail_05042012_V3"	"le d'Agriculture de"	"Midi-Pyrénées"	"BP 22107 31321 CAST"	"1847-1860"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"05_bsv_ail_05042012_V3"	"ion, 2 parcelles du"	"Tarn"	"-et-Garonne présente"	"3745-3749"	"type=DEP_NOM, $=Tarn, form=Tarn"
"05_bsv_ail_05042012_V3"	"re d'agriculture du"	"Tarn"	"et élaboré sur la b"	"5858-5862"	"type=DEP_NOM, $=Tarn, form=Tarn"
"05_bsv_ail_05042012_V3"	"e de Haute-Garonne,"	"Gers"	", Tarn et Tarn-et-Ga"	"5978-5982"	"type=DEP_NOM, $=Gers, form=Gers"
"05_bsv_ail_05042012_V3"	"aute-Garonne, Gers,"	"Tarn"	"et Tarn-et-Garonne,"	"5984-5988"	"type=DEP_NOM, $=Tarn, form=Tarn"
"05_bsv_ail_05042012_V3"	"onne, Gers, Tarn et"	"Tarn"	"-et-Garonne, le CEFE"	"5992-5996"	"type=DEP_NOM, $=Tarn, form=Tarn"
"05_bsv_ail_05042012_V3"	"la parcelle. La CRA"	"Midi-Pyrénées"	"dégage donc toute r"	"6273-6286"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"06_BSV_GC_05042011_cle8889ba"	"Sundgau et 13 mm au"	"nord"	"de la région), la p"	"1217-1221"	"type=DEP_NOM, $=Nord, form=nord"
"06_BSV_GC_05042011_cle8889ba"	"e phénomène rare en"	"Alsace"	"est souvent observé"	"1621-1627"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"06_BSV_GC_05042011_cle8889ba"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Cr"	"1819-1827"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"06_BSV_GC_05042011_cle8889ba"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Co"	"1952-1960"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"06_BSV_GC_05042011_cle8889ba"	"ricole, CAC, Fredon"	"Alsace"	", Ets Gustave Muller"	"2009-2015"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"06_BSV_GC_05042011_cle8889ba"	"Ets Lienhart, SRAL"	"Alsace"	", Ets Walch, Cristal"	"2056-2062"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"07_BSV_GC_16042013_cle83b3df"	"des avortements. En"	"Alsace"	", ce ravageur provoq"	"1132-1138"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"07_BSV_GC_16042013_cle83b3df"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Cr"	"2520-2528"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"07_BSV_GC_16042013_cle83b3df"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Co"	"2655-2663"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"07_BSV_GC_16042013_cle83b3df"	"ricole, CAC, Fredon"	"Alsace"	", Ets Gustave Muller"	"2712-2718"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"07_BSV_GC_16042013_cle83b3df"	"Ets Lienhart, SRAL"	"Alsace"	", Ets Walch, Cristal"	"2759-2765"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"08_BSV_ZNA_080714_cle0bae61"	"riculture de région"	"Alsace"	"2 rue de Rome BP 30"	"1234-1240"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"08_BSV_ZNA_080714_cle0bae61"	"Animateurs : Fredon"	"Alsace"	", Chambre d'agricult"	"1370-1376"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"08_BSV_ZNA_080714_cle0bae61"	".C. Ampelys, Fredon"	"Alsace"	"Evolution du risqu"	"1768-1774"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"08_BSV_ZNA_080714_cle0bae61"	"rée. Photo : FREDON"	"ALSACE"	"Evolution du risque"	"2596-2602"	"type=REG_NOM_OLD, $=Alsace, form=ALSACE"
"091008_Bsv_cereales"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"206-223"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091008_Bsv_cereales"	"d'Agriculture de la"	"Marne"	"et SOUFFLET AGRICUL"	"746-751"	"type=DEP_NOM, $=Marne, form=Marne"
"091008_Bsv_cereales"	"eurs à risque de la"	"Champagne-Ardenne"	"(barrois en particu"	"1132-1149"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091008_Bsv_cereales"	"céréales d'hiver en"	"Champagne-Ardenne"	". Les premières obse"	"3240-3257"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091008_Bsv_cereales"	"s précoces en Haute-"	"marne"	"de céréales montren"	"3329-3334"	"type=DEP_NOM, $=Marne, form=marne"
"091015_Bsv_cereales"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"206-223"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091015_Bsv_cereales"	"eurs à risque de la"	"Champagne-Ardenne"	"(barrois en particu"	"1208-1225"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091015_Bsv_cereales"	"céréales d'hiver en"	"Champagne-Ardenne"	". 31 parcelles ont é"	"3492-3509"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091015_Bsv_cereales"	"es cette semaine en"	"Champagne-Ardenne"	"(1/3 escourgeon, 2/"	"3559-3576"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"091015_Bsv_cereales"	"tre le stade levée ("	"Ardennes"	", Marne, Aube) et le"	"3654-3662"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"091015_Bsv_cereales"	"de levée (Ardennes,"	"Marne"	", Aube) et le stade"	"3664-3669"	"type=DEP_NOM, $=Marne, form=Marne"
"091015_Bsv_cereales"	"e (Ardennes, Marne,"	"Aube"	") et le stade 2-3 fe"	"3671-3675"	"type=DEP_NOM, $=Aube, form=Aube"
"091015_Bsv_cereales"	"lus précoces (Haute-"	"Marne"	"). Les observations"	"3750-3755"	"type=DEP_NOM, $=Marne, form=Marne"
"091015_Bsv_cereales"	"23% des parcelles ("	"Aube"	"et Haute-Marne). Un"	"3985-3989"	"type=DEP_NOM, $=Aube, form=Aube"
"091015_Bsv_cereales"	"lles (Aube et Haute-"	"Marne"	"). Une parcelle en H"	"3999-4004"	"type=DEP_NOM, $=Marne, form=Marne"
"091015_Bsv_cereales"	"e parcelle en Haute-"	"Marne"	"dépasse le seuil de"	"4029-4034"	"type=DEP_NOM, $=Marne, form=Marne"
"09_BSV_TB_260914_cle448c88"	"riculture de région"	"Alsace"	"Action pilotée par"	"1112-1118"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"09_BSV_TB_260914_cle448c88"	"riculture de région"	"Alsace"	"2 rue de Rome CS 30"	"1394-1400"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"09_bsv_ail_03052012_V3"	"DE SANTE DU VEGETAL"	"MIDI-PYRENEES"	"Ail n°9 3 mai 2012"	"308-321"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=MIDI-PYRENEES"
"09_bsv_ail_03052012_V3"	"x d'observations du"	"Gers"	", du Tarn et du Tarn"	"1361-1365"	"type=DEP_NOM, $=Gers, form=Gers"
"09_bsv_ail_03052012_V3"	"vations du Gers, du"	"Tarn"	"et du Tarn-et-Garon"	"1370-1374"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"Gers, du Tarn et du"	"Tarn"	"-et-Garonne, des pus"	"1381-1385"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"le d'Agriculture de"	"Midi-Pyrénées"	"BP 22107 31321 CAST"	"1720-1733"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"09_bsv_ail_03052012_V3"	"précisément dans le"	"Gers"	"et le Tarn : présen"	"3486-3490"	"type=DEP_NOM, $=Gers, form=Gers"
"09_bsv_ail_03052012_V3"	"dans le Gers et le"	"Tarn"	": présence de lésio"	"3497-3501"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"on, situées dans le"	"Tarn"	", présentent des sym"	"4440-4444"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"re d'agriculture du"	"Tarn"	"et élaboré sur la b"	"5508-5512"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"e de Haute-Garonne,"	"Gers"	", Tarn et Tarn-et-Ga"	"5628-5632"	"type=DEP_NOM, $=Gers, form=Gers"
"09_bsv_ail_03052012_V3"	"aute-Garonne, Gers,"	"Tarn"	"et Tarn-et-Garonne,"	"5634-5638"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"onne, Gers, Tarn et"	"Tarn"	"-et-Garonne, le CEFE"	"5642-5646"	"type=DEP_NOM, $=Tarn, form=Tarn"
"09_bsv_ail_03052012_V3"	"la parcelle. La CRA"	"Midi-Pyrénées"	"dégage donc toute r"	"5923-5936"	"type=REG_NOM_OLD, $=Midi-Pyrénées, form=Midi-Pyrénées"
"100311_BSV_Colza_tournesol"	"té du Végétal colza"	"CHAMPAGNE-ARDENNE"	"Bulletin de Santé"	"36-53"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=CHAMPAGNE-ARDENNE"
"100311_BSV_Colza_tournesol"	"té du Végétal colza"	"CHAMPAGNE-ARDENNE"	"Semaine 10 11/03/20"	"90-107"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=CHAMPAGNE-ARDENNE"
"100311_BSV_Colza_tournesol"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"206-223"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"100311_BSV_Colza_tournesol"	"rte ci-dessous) : 3"	"Aube"	"(Pays d'Othe, Plain"	"1621-1625"	"type=DEP_NOM, $=Aube, form=Aube"
"100311_BSV_Colza_tournesol"	"royes, Sens), 2 sud"	"Marne"	"(Anglure) et 2 en H"	"1668-1673"	"type=DEP_NOM, $=Marne, form=Marne"
"100311_BSV_Colza_tournesol"	"lure) et 2 en Haute"	"Marne"	"(Perthois et Chaumo"	"1698-1703"	"type=DEP_NOM, $=Marne, form=Marne"
"100311_BSV_Colza_tournesol"	"ne capture dans les"	"Ardennes"	". Depuis 2 semaines"	"1752-1760"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"100311_BSV_Colza_tournesol"	"'Aube, le Sud de la"	"Marne"	"et en Haute Marne."	"1846-1851"	"type=DEP_NOM, $=Marne, form=Marne"
"100311_BSV_Colza_tournesol"	"a Marne et en Haute"	"Marne"	". Le vol intervient"	"1864-1869"	"type=DEP_NOM, $=Marne, form=Marne"
"100624_BSV_Colza_tournesol"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"102-119"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"100624_BSV_Colza_tournesol"	"sud de la région :"	"Aube"	"et Haute Marne. Des"	"1339-1343"	"type=DEP_NOM, $=Aube, form=Aube"
"100624_BSV_Colza_tournesol"	"ion : Aube et Haute"	"Marne"	". Des crispations de"	"1353-1358"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"de Santé du Végétal"	"CHAMPAGNE-ARDENNE"	"Bulletin de Santé"	"30-47"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=CHAMPAGNE-ARDENNE"
"100701_bsv_mais"	"de Santé du Végétal"	"CHAMPAGNE-ARDENNE"	"Protéagineux, Maïs"	"78-95"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=CHAMPAGNE-ARDENNE"
"100701_bsv_mais"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"213-230"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"100701_bsv_mais"	"L, la Chambre de la"	"Marne"	"(représentant des o"	"776-781"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"s l'Aube, 8 dans la"	"Marne"	", 7 en Haute-Marne,"	"1716-1721"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"a Marne, 7 en Haute-"	"Marne"	", 7 en Seine-et-Marn"	"1734-1739"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"Seine), 10 dans les"	"Ardennes"	". Malgré les tempéra"	"1791-1799"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"100701_bsv_mais"	"ne parcelle dans la"	"Marne"	"renseigne une popul"	"2292-2297"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"ube et le sud de la"	"Marne"	", ils sont même à ma"	"5017-5022"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"concernées dans la"	"Marne"	"et les Ardennes) re"	"7259-7264"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"ans la Marne et les"	"Ardennes"	") reste à surveiller"	"7272-7280"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"100701_bsv_mais"	"1 parcelle dans la"	"Marne"	". Pour l'instant, le"	"8008-8013"	"type=DEP_NOM, $=Marne, form=Marne"
"100701_bsv_mais"	"é observées dans la"	"Marne"	"et restent actuelle"	"8341-8346"	"type=DEP_NOM, $=Marne, form=Marne"
"100916_BSV_Colza_Tournesol_S37"	"onale d'Agriculture"	"Champagne-Ardenne"	"sur la base des obs"	"122-139"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"100916_BSV_Colza_Tournesol_S37"	"za RESEAU Le réseau"	"Champagne Ardenne"	"colza comporte à ce"	"1011-1028"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne Ardenne"
"100916_BSV_Colza_Tournesol_S37"	"elles : 14 dans les"	"Ardennes"	"22 dans l'Aube 23 d"	"1081-1089"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"100916_BSV_Colza_Tournesol_S37"	"s l'Aube 23 dans la"	"Marne"	"15 en Haute-Marne 6"	"1116-1121"	"type=DEP_NOM, $=Marne, form=Marne"
"100916_BSV_Colza_Tournesol_S37"	"a Marne 15 en Haute-"	"Marne"	"60 parcelles ont ét"	"1134-1139"	"type=DEP_NOM, $=Marne, form=Marne"
"100916_BSV_Colza_Tournesol_S37"	"sentiellement Haute-"	"Marne"	"et Aube). Les morsu"	"1768-1773"	"type=DEP_NOM, $=Marne, form=Marne"
"100916_BSV_Colza_Tournesol_S37"	"ment Haute-Marne et"	"Aube"	"). Les morsures sont"	"1777-1781"	"type=DEP_NOM, $=Aube, form=Aube"
"100916_BSV_Colza_Tournesol_S37"	"seau (surtout Haute"	"Marne"	"). 2 parcelles dépas"	"2336-2341"	"type=DEP_NOM, $=Marne, form=Marne"
"100916_BSV_Colza_Tournesol_S37"	"es sur 43) dans les"	"Ardennes"	", la Marne et l'Aube"	"2868-2876"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"100916_BSV_Colza_Tournesol_S37"	"ns les Ardennes, la"	"Marne"	"et l'Aube. Ces capt"	"2881-2886"	"type=DEP_NOM, $=Marne, form=Marne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"11 - 30 avril 2014"	"Champagne-Ardenne"	"N° 11 - 30 avril 2"	"23-40"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"11 - 30 avril 2014"	"Champagne-Ardenne"	"A RETENIR CETTE SEM"	"64-81"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"sur Trapez dans les"	"Ardennes"	"et sur Hystar dans"	"9431-9439"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ans le cadre du BSV"	"Champagne-Ardenne"	", le risque sera déf"	"17666-17683"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"ulture Source : ITB"	"Nord"	"-Est RAVAGEURS - PAR"	"19672-19676"	"type=DEP_NOM, $=Nord, form=Nord"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"eims ) Source : ITB"	"Nord"	"-Est Observation des"	"20974-20978"	"type=DEP_NOM, $=Nord, form=Nord"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"re d'agriculture de"	"Champagne-Ardenne"	": http://www.champa"	"21195-21212"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	": http://www.draaf."	"champagne-ardenne"	".agriculture.gouv.fr"	"21283-21300"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=champagne-ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"re d'Agriculture de"	"Champagne-Ardenne"	"sur la base des obs"	"21414-21431"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"e d'agriculture des"	"Ardennes"	"- Chambre d'agricul"	"21578-21586"	"type=DEP_NOM, $=Ardennes, form=Ardennes"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"d'agriculture de la"	"Marne"	"Chambre d'agricultu"	"21651-21656"	"type=DEP_NOM, $=Marne, form=Marne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"griculture de Haute-"	"Marne"	"- ATPPDA - CETA de"	"21688-21693"	"type=DEP_NOM, $=Marne, form=Marne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"l'Aube - CETA de la"	"Marne"	"- CETIOM - Acolyanc"	"21733-21738"	"type=DEP_NOM, $=Marne, form=Marne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"FREDONCA, ITB, SRAL"	"Champagne-Ardenne"	", Partenaires Coordi"	"22341-22358"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"re d'agriculture de"	"Champagne-Ardenne"	". Tél. : 03 26 65 18"	"22445-22462"	"type=REG_NOM_OLD, $=Champagne-Ardenne, form=Champagne-Ardenne"
"11_BSV_GC_17052010_cle85a2fb"	"es d'agriculture du"	"Bas-Rhin"	"Bulletin et du Haut"	"2484-2492"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"11_BSV_GC_17052010_cle85a2fb"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Co"	"2626-2634"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"11_BSV_GC_17052010_cle85a2fb"	"ricole, CAC, Fredon"	"Alsace"	", Ets Gustave Muller"	"2683-2689"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"11_BSV_GC_17052010_cle85a2fb"	"Ets Lienhart, SRAL"	"Alsace"	", Ets Walch, Cristal"	"2730-2736"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"11_BSV_GC_19052009_cle85f46f"	"es d'agriculture du"	"Bas-Rhin"	"Bulletin et du Haut"	"1791-1799"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"11_BSV_GC_19052009_cle85f46f"	"es d'agriculture du"	"Bas-Rhin"	"et du Haut-Rhin, Co"	"1919-1927"	"type=DEP_NOM, $=Bas-Rhin, form=Bas-Rhin"
"11_BSV_GC_19052009_cle85f46f"	"ricole, CAC, Fredon"	"Alsace"	", Ets Gustave Muller"	"1976-1982"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"11_BSV_GC_19052009_cle85f46f"	"Ets Lienhart, SRAL"	"Alsace"	", Ets Walch notamme"	"2023-2029"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"11_BSV_GC_19052009_cle85f46f"	"rvés dans le Centre-"	"Alsace"	"et dans les colline"	"4608-4614"	"type=REG_NOM_OLD, $=Alsace, form=Alsace"
"1300514_bu_gc12_cle02f1cf"	"gri.com http://draf."	"bretagne"	".agriculture.gouv.fr"	"1668-1676"	"type=REG_NOM, $=Bretagne, form=bretagne"
"1300514_bu_gc12_cle02f1cf"	"(Côtes d'Armor : 7,"	"Finistère"	": 7, Ille-et-Vilain"	"3962-3971"	"type=DEP_NOM, $=Finistère, form=Finistère"
"1300514_bu_gc12_cle02f1cf"	"e-et-Vilaine : 8 et"	"Morbihan"	": 7) Stades Maladie"	"4000-4008"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"ntiellement dans le"	"Finistère"	"et lesCôtes d'Armor"	"4835-4844"	"type=DEP_NOM, $=Finistère, form=Finistère"
"1300514_bu_gc12_cle02f1cf"	"Côtes d'Armor : 16,"	"Finistère"	": 14, Ille-et-Vilai"	"6090-6099"	"type=DEP_NOM, $=Finistère, form=Finistère"
"1300514_bu_gc12_cle02f1cf"	"-et-Vilaine : 24 et"	"Morbihan"	": 13) Stades Les st"	"6130-6138"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"(Côtes d'Armor : 1,"	"Finistère"	": 2, Ille-et-Vilain"	"11742-11751"	"type=DEP_NOM, $=Finistère, form=Finistère"
"1300514_bu_gc12_cle02f1cf"	"e-et-Vilaine : 3 et"	"Morbihan"	": 7) Stades Les sta"	"11780-11788"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"u Pelem) et dans le"	"Morbihan"	"(Bignan, Inzinzac L"	"12264-12272"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"elle située dans le"	"Morbihan"	". Page 8 ORGE 11 pa"	"13491-13499"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"(Côtes d'Armor : 2,"	"Finistère"	": 5, Ille-et-Vilain"	"13569-13578"	"type=DEP_NOM, $=Finistère, form=Finistère"
"1300514_bu_gc12_cle02f1cf"	"lle-et-Vilaine : 3,"	"Morbihan"	": 1) Stades Les sta"	"13605-13613"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
"1300514_bu_gc12_cle02f1cf"	"Lalleu) et dans le"	"Morbihan"	"(Bignan).Les fréque"	"13918-13926"	"type=DEP_NOM, $=Morbihan, form=Morbihan"
