"bsv"	"context before"	"locality"	"context after"	"location"	"features"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	"le 2 juin. CERISIER"	"13769-13774"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	", la présence de sym"	"14267-14272"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"s). Dans le secteur"	"Rhône"	"-Loire, des attaques"	"14433-14438"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", des attaques ont é"	"14439-14444"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	". Des fruits attaqué"	"15291-15296"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"secteur Rhône-Loire"	"15480-15491"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"RHONE-ALPES secteur"	"Rhône"	"-Loire que ce soit a"	"15500-15505"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ALPES secteur Rhône-"	"Loire"	"que ce soit au sein"	"15506-15511"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	", aucun forficule n'"	"16360-16365"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"eau dans le secteur"	"Rhône"	"-Loire au niveau des"	"16468-16473"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	"au niveau des fruit"	"16474-16479"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"s à Châteauneuf-sur-"	"Isère"	"(26)Pour rappel : s"	"16814-16819"	"type=DEP_NOM, $=Isère, form=Isère"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"26) Chateauneuf-sur-"	"Isère"	"(26) Chasselay (69)"	"17541-17546"	"type=DEP_NOM, $=Isère, form=Isère"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"Le 2 juin, aucun dé"	"17629-17640"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"2014 : http://draaf."	"rhone-alpes"	".agriculture.gouv.fr"	"18711-18722"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=rhone-alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	". Dans le secteur Rh"	"18914-18919"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ne. Dans le secteur"	"Rhône"	"-Loire, d'après les"	"18937-18942"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", d'après les observ"	"18943-18948"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"PUCERONS NOIRS DU C"	"20155-20166"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	"(10 % à 30 % d'arbr"	"20315-20320"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"s). Dans le secteur"	"Rhône"	"-Loire, aucun foyer"	"20371-20376"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", aucun foyer n'a ét"	"20377-20382"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"les dans le secteur"	"Rhône"	"-Loire avec une pres"	"20821-20826"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	"avec une pression p"	"20827-20832"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	". Moyenne Vallée du"	"Rhône"	": La période à risq"	"21186-21191"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	". Prévoir de faire u"	"21276-21281"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"mai seront sorties."	"Rhône"	"-Loire : Il est poss"	"21456-21461"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ront sorties. Rhône-"	"Loire"	": Il est possible q"	"21462-21467"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ifférentes zones de"	"Rhône"	"-Loire par le modèle"	"21764-21769"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ntes zones de Rhône-"	"Loire"	"par le modèle DGAL"	"21770-21775"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"t 27/05 Assez grave"	"Rhône"	"Zone moyenne 26 et"	"21917-21922"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e 26 et 27/05 Grave"	"Loire"	"Zone précoce 26 et"	"21983-21988"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"Nul Dans le secteur"	"Rhône"	"-Loire, il est possi"	"22065-22070"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", il est possible qu"	"22071-22076"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"Savoie/Haute-Savoie"	"22394-22405"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"EGETAL RHONE-ALPES"	"Savoie"	"/Haute-Savoie : La p"	"22406-22412"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"-ALPES Savoie/Haute-"	"Savoie"	": La période à risq"	"22419-22425"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"res est en cours en"	"Savoie"	"/Haute-Savoie. Le ta"	"22492-22498"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"urs en Savoie/Haute-"	"Savoie"	". Le tableau ci-dess"	"22505-22511"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"el de contamination"	"Savoie"	"/Haute-Savoie Toutes"	"22813-22819"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"nation Savoie/Haute-"	"Savoie"	"Toutes zones 26 et"	"22826-22832"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"r Moyenne Vallée du"	"Rhône"	", et 4 d'entre elles"	"23473-23478"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"és. Dans le secteur"	"Rhône"	"-Loire, des foyers é"	"23549-23554"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", des foyers étaient"	"23555-23560"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"individus ailés. En"	"Savoie"	"/Haute-Savoie, des f"	"23669-23675"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"és. En Savoie/Haute-"	"Savoie"	", des foyers ont été"	"23682-23688"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e Moyenne Vallée du"	"Rhône"	", et sur une parcell"	"24032-24037"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"sur une parcelle de"	"Rhône"	"-Loire.Rappel seuil"	"24062-24067"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e parcelle de Rhône-"	"Loire"	".Rappel seuil de nui"	"24068-24073"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"endrés Photo FREDON"	"Rhône-Alpes"	"Coccinelle adulte d"	"24264-24275"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"endrés Photo FREDON"	"Rhône-Alpes"	"Photo FREDON Rhône-"	"24338-24349"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"-Alpes Photo FREDON"	"Rhône-Alpes"	"9 BULLETIN DE S AN"	"24363-24374"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"PUCERONS LANIGERES"	"24409-24420"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	"avec 4 % à 26 % de"	"24595-24600"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"es. Dans le secteur"	"Rhône"	"-Loire, des foyers é"	"24654-24659"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", des foyers étaient"	"24660-24665"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"sses concernées. En"	"Savoie"	"/Haute-Savoie, 2 par"	"24780-24786"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"es. En Savoie/Haute-"	"Savoie"	", 2 parcelles sur 3"	"24793-24799"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e Moyenne Vallée du"	"Rhône"	"et sur une parcelle"	"25014-25019"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"sur une parcelle de"	"Rhône"	"-Loire, et il est si"	"25043-25048"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e parcelle de Rhône-"	"Loire"	", et il est signalé"	"25049-25054"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"urs dans le secteur"	"Savoie"	"/Haute-Savoie (1 à 4"	"25210-25216"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ecteur Savoie/Haute-"	"Savoie"	"(1 à 4 captures obs"	"25223-25229"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"et dans le secteur"	"Rhône"	"-Loire (3 captures s"	"25306-25311"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	"(3 captures sur un"	"25312-25317"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	". POIRIER TAVELURE D"	"25471-25476"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"n Moyenne Vallée du"	"Rhône"	"sur certaines parce"	"26003-26008"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"es. Dans le secteur"	"Rhône"	"-Loire, les première"	"26050-26055"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	", les premières larv"	"26056-26061"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"sur une parcelle de"	"Savoie"	"/Haute-Savoie. Obser"	"27015-27021"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"lle de Savoie/Haute-"	"Savoie"	". Observez vos parce"	"27028-27034"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"Résultats des suivi"	"27823-27834"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"sur une parcelle de"	"Savoie"	"/Haute-Savoie (8 % e"	"28365-28371"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"lle de Savoie/Haute-"	"Savoie"	"(8 % et 9 % de frui"	"28378-28384"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"lés dans le secteur"	"Rhône"	"-Loire le 2 juin. CA"	"28496-28501"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns le secteur Rhône-"	"Loire"	"le 2 juin. CARPOCAP"	"28502-28507"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"le de Sa-voie/Haute-"	"Savoie"	". Résultats des suiv"	"28773-28779"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"r Moyenne Vallée du"	"Rhône"	", le 3 juin : Selon"	"29276-29281"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"es. Pour le secteur"	"Rhône"	"-Loire, le 2 juin :"	"29834-29839"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ur le secteur Rhône-"	"Loire"	", le 2 juin : Le 2 j"	"29840-29845"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"es. Pour le secteur"	"Savoie"	"/Haute-Savoie : D'ap"	"30425-30431"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ecteur Savoie/Haute-"	"Savoie"	": D'après le modèle"	"30438-30444"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"Les tableaux ci-des"	"30778-30789"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"s Moyenne vallée du"	"rhône"	"ZP ZM ZT ZP Rhône-L"	"31100-31105"	"type=DEP_NOM, $=Rhône, form=rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"u rhône ZP ZM ZT ZP"	"Rhône"	"-Loire ZM ZT Savoie/"	"31118-31123"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e ZP ZM ZT ZP Rhône-"	"Loire"	"ZM ZT Savoie/Haute-"	"31124-31129"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"P Rhône-Loire ZM ZT"	"Savoie"	"/Haute-Savoie ZP Zon"	"31136-31142"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ZM ZT Savoie/Haute-"	"Savoie"	"ZP Zones de précoci"	"31149-31155"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"s Moyenne vallée du"	"rhône"	"ZP ZM ZT ZP Rhône-L"	"31264-31269"	"type=DEP_NOM, $=Rhône, form=rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"u rhône ZP ZM ZT ZP"	"Rhône"	"-Loire ZM ZT Savoie/"	"31282-31287"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e ZP ZM ZT ZP Rhône-"	"Loire"	"ZM ZT Savoie/Haute-"	"31288-31293"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"P Rhône-Loire ZM ZT"	"Savoie"	"/Haute-Savoie ZP CAR"	"31300-31306"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ZM ZT Savoie/Haute-"	"Savoie"	"ZP CARPOCAPSE - PON"	"31313-31319"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ntaminée du secteur"	"Rhône"	"-Loire montre que l'"	"32159-32164"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ée du secteur Rhône-"	"Loire"	"montre que l'essaim"	"32165-32170"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ent dans le secteur"	"Savoie"	"/Haute-Savoie. Obser"	"32280-32286"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ecteur Savoie/Haute-"	"Savoie"	". Observez attentive"	"32293-32299"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"2013 : http://draaf."	"rhone-alpes"	".agriculture.gouv.fr"	"33339-33350"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=rhone-alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"KIWI STADES PHENOLO"	"33456-33467"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	", contactez le SRAL"	"Rhône-Alpes"	". Veillez à mettre e"	"33625-33636"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"vant : http://draaf."	"rhone-alpes"	".agriculture.gouv.fr"	"34626-34637"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=rhone-alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"PUCERONS DES NERVUR"	"36209-36220"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ZUKII Le 2 juin, en"	"Isère"	", 2 individus ont ét"	"37114-37119"	"type=DEP_NOM, $=Isère, form=Isère"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"(2 pièges suivis en"	"Isère"	", et 1 dans la Drôme"	"37242-37247"	"type=DEP_NOM, $=Isère, form=Isère"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"Isère, et 1 dans la"	"Drôme"	"), et sur framboisie"	"37262-37267"	"type=DEP_NOM, $=Drôme, form=Drôme"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"r (1 piège suivi en"	"Isère"	").Rappel : seuls les"	"37307-37312"	"type=DEP_NOM, $=Isère, form=Isère"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"2014 : http://draaf."	"rhone-alpes"	".agriculture.gouv.fr"	"38482-38493"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=rhone-alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ante : http://draaf."	"rhone-alpes"	".agriculture.gouv.fr"	"38824-38835"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=rhone-alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"Bulletin édité sous"	"38954-38965"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"le d'Agriculture de"	"Rhône-Alpes"	". Directeur de publi"	"39045-39056"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"nuela DAGBA, FREDON"	"Rhône"	"-AlpesComité de vali"	"39277-39282"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"d'agriculture de la"	"Drôme"	"A partir des observ"	"39339-39344"	"type=DEP_NOM, $=Drôme, form=Drôme"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"d'agriculture de la"	"Drôme"	", de l'Ardèche, du R"	"39458-39463"	"type=DEP_NOM, $=Drôme, form=Drôme"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"e, de l'Ardèche, du"	"Rhône"	", de la Loire, et de"	"39482-39487"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"he, du Rhône, de la"	"Loire"	", et de l'Isère, Cha"	"39495-39500"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ambre d'agriculture"	"Savoie"	"-Mont-Blanc, Coopéra"	"39539-39545"	"type=DEP_NOM, $=Savoie, form=Savoie"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	", FDGDON73, FRE-DON"	"Rhône-Alpes"	", ADABIO, Verger Exp"	"39796-39807"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"BSV_RA_Arbono17du07062011_cle057aed"	"DE SANTE DU VEGETAL"	"RHONE-ALPES"	"Cultures fruitières"	"72-83"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono17du07062011_cle057aed"	"r Moyenne Vallée du"	"Rhône"	": la maladie est pl"	"1319-1324"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"parcelle du secteur"	"Rhône"	"-Loire, avec un nive"	"1642-1647"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"le du secteur Rhône-"	"Loire"	", avec un niveau de"	"1648-1653"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"n Moyenne Vallée du"	"Rhône"	"et Rhône-Loire avec"	"2244-2249"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"Vallée du Rhône et"	"Rhône"	"-Loire avec des pris"	"2253-2258"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"e du Rhône et Rhône-"	"Loire"	"avec des prises glo"	"2259-2264"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"r Moyenne Vallée du"	"Rhône"	", avec un niveau de"	"2681-2686"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"THRIPS La présence"	"3075-3086"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
"BSV_RA_Arbono17du07062011_cle057aed"	"n Moyenne Vallée du"	"Rhône"	"(sur 5 parcelles su"	"3193-3198"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"e Moyenne Vallée du"	"Rhône"	"présentait des tach"	"4475-4480"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"eau dans le secteur"	"Rhône"	"-Loire. TORDEUSE ORI"	"4693-4698"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"ns le secteur Rhône-"	"Loire"	". TORDEUSE ORIENTALE"	"4699-4704"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"r Moyenne Vallée du"	"Rhône"	"vers le 20 mai, se"	"4929-4934"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"es. Dans le secteur"	"Rhône"	"-Loire, le début du"	"5004-5009"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"ns le secteur Rhône-"	"Loire"	", le début du vol de"	"5010-5015"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"r Moyenne Vallée du"	"Rhône"	"avec un niveau de p"	"5218-5223"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"rvé dans le secteur"	"Rhône"	"-Loire. THRIPS CALIF"	"5329-5334"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"ns le secteur Rhône-"	"Loire"	". THRIPS CALIFORNIEN"	"5335-5340"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"n Moyenne Vallée du"	"Rhône"	". Le 6 juin, ces ins"	"5997-6002"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"e Moyenne Vallée du"	"Rhône"	"avec un niveau de p"	"6097-6102"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"e Moyenne vallée du"	"Rhône"	", et sur 2 parcelles"	"7014-7019"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"arcelles du secteur"	"Rhône"	"-Loire. 2 BULLETIN"	"7051-7056"	"type=DEP_NOM, $=Rhône, form=Rhône"
"BSV_RA_Arbono17du07062011_cle057aed"	"es du secteur Rhône-"	"Loire"	". 2 BULLETIN DE S A"	"7057-7062"	"type=DEP_NOM, $=Loire, form=Loire"
"BSV_RA_Arbono17du07062011_cle057aed"	"S ANTE DU V EGETAL"	"RHONE-ALPES"	"CYLINDROSPORIOSE OU"	"7098-7109"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=RHONE-ALPES"
