	Line	Column	Rule ID	Prio	Message	Word	Suggestion
0	4	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	%des	des; dès; dés; odes; ides
1	8	2	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	'identit	identité
2	9	1			Ne placez pas d’espace après une parenthèse ouvrante	(	(
3	14	7			Ne placez pas d’espace avant une parenthèse fermante	(stade	)
4	17	2	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 1 °C » ?	+1°C	1 °C
5	18	2	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 2 °C » ?	+2°C	2 °C
6	18	5			Insérez une espace après la virgule et non avant	+2°C	,
7	19	2			Deux virgules consécutives	,	,
8	21	2			Ne placez pas d’espace avant le point	-	.
9	23	1			Ne placez pas d’espace avant le point	.	.
10	24	5			Ne placez pas d’espace avant le point	- de	.
11	26	3			Voulez-vous écrire « sûr » ?	- sur	sûr
12	26	6			Ne placez pas d’espace avant le point	- sur	.
13	27	7			Ne placez pas d’espace avant le point	. - le	.
14	68	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	0parcelles	parcelles; parcellés
15	71	6	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 16 °C » ?	10 - 16°C	16 °C
16	73	5	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 15 °C » ?	10- 15°C	15 °C
17	79	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 10 mm » ?	10mm	10 mm
18	80	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 10 °C » ?	10°C	10 °C
19	84	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 116 mm » ?	116mm	116 mm
20	86	1			La lettre h doit être espacée dans les heures abrégées.	11h	11 h; 11:00
21	87	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 11 °C » ?	11°C	11 °C
22	90	1			La lettre h doit être espacée dans les heures abrégées.	12h	12 h; 12:00
23	91	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 12 mm » ?	12mm	12 mm
24	92	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 12 °C » ?	12°C	12 °C
25	93	6	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 15 °C » ?	13 - 15°C	15 °C
26	97	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 13 °C » ?	13°C	13 °C
27	102	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 14 °C » ?	14°C	14 °C
28	103	4	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	15+4mm	hmm; mmm; km; cm; mm
29	103	4	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 4 mm » ?	15+4mm	4 mm
30	108	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 15 mm » ?	15mm	15 mm
31	109	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 15 °C » ?	15°C	15 °C
32	113	1			La lettre h doit être espacée dans les heures abrégées.	16h30	16 h 30; 16:30
33	114	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 16 mm » ?	16mm	16 mm
34	115	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 16 °C » ?	16°C	16 °C
35	120	1			La lettre h doit être espacée dans les heures abrégées.	17h30	17 h 30; 17:30
36	121	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 17 °C » ?	17°C	17 °C
37	124	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 18 °C » ?	18°C	18 °C
38	131	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 19 °C » ?	19°C	19 °C
39	133	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	1ere	1ère; père; mère; terre; verre
40	135	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	1génération	génération
41	136	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	1mm	hmm; mmm; km; cm; mm
42	136	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 1 mm » ?	1mm	1 mm
43	137	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 1 °C » ?	1°C	1 °C
44	138	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	1èr	1er; fer; mer; TER; der
45	143	8	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2011 - CTIFL	ACTIF; ACTIFS; CIEL; CNIL; CLIFF
46	145	8	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2019 - Vdef	VDF
47	147	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 20 mm » ?	20mm	20 mm
48	148	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 20 °C » ?	20°C	20 °C
49	152	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 21 °C » ?	21°C	21 °C
50	157	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 22 °C » ?	22°C	22 °C
51	161	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 23 °C » ?	23°C	23 °C
52	167	1			La lettre h doit être espacée dans les heures abrégées.	24h	24 h; 24:00
53	168	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 24 °C » ?	24°C	24 °C
54	173	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 25 mm » ?	25mm	25 mm
55	174	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 25 °C » ?	25°C	25 °C
56	179	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 26 mm » ?	26mm	26 mm
57	180	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 26 °C » ?	26°C	26 °C
58	185	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 27 °C » ?	27°C	27 °C
59	190	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 28 °C » ?	28°C	28 °C
60	194	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 29 °C » ?	29°C	29 °C
61	197	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2dans	dans; 2d ans
62	199	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2egénération	régénération; dégénération; 2e génération
63	200	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2eme	même; femme; lemme; semé; dème
64	200	1			Faute de typographie.	2eme	2ᵉ
65	201	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2ième	même; pièce; siège; thème; aime
66	201	1			Faute de typographie.	2ième	2ᵉ
67	202	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2mai	mai
68	203	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2mm	hmm; mmm; km; cm; mm
69	203	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 2 mm » ?	2mm	2 mm
70	204	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2nd	2D; 2d
71	204	1			Faute de typographie.	2nd	2d
72	205	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2parcelles	parcelles; parcellés
73	206	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2postes	postes; postés; apostes; apostés
74	207	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 2 °C » ?	2°C	2 °C
75	208	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 2 °c » ?	2°c	2 °c
76	209	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	2ème	même; femme; lemme; semé; dème
77	209	1			Faute de typographie.	2ème	2ᵉ
78	216	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 30 °C » ?	30°C	30 °C
79	218	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 31 °C » ?	31°C	31 °C
80	220	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 32 °C » ?	32°C	32 °C
81	222	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 33 °C » ?	33°C	33 °C
82	223	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 35 °C » ?	35°C	35 °C
83	227	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 39 °C » ?	39°C	39 °C
84	228	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3du	du; dû; 3D
85	230	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3eGénération	régénération; dégénération
86	231	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3egénération	régénération; dégénération; 3e génération
87	232	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3eme	même; femme; lemme; semé; dème
88	232	1			Faute de typographie.	3eme	3ᵉ
89	233	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3evol	3e vol
90	234	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3feuilles	feuilles; feuillés; effeuillés; effeuilles
91	235	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3ième	même; pièce; siège; thème; aime
92	235	1			Faute de typographie.	3ième	3ᵉ
93	236	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3mm	hmm; mmm; km; cm; mm
94	236	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 3 mm » ?	3mm	3 mm
95	237	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 3 °C » ?	3°C	3 °C
96	238	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 3 °c » ?	3°c	3 °c
97	239	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	3ème	même; femme; lemme; semé; dème
98	239	1			Faute de typographie.	3ème	3ᵉ
99	243	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 41 mm » ?	41mm	41 mm
100	245	6	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	44 - IFV	IF; IFS; fV; IF V
101	246	6	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	49 - CAPL	CAP; CARL; CAPE; CAPS; CAL
102	247	6	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	49 - GDV	GDF; GeV; GV; GDa; GSv
103	249	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	4membres	membres; membrés
104	250	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	4mm	hmm; mmm; km; cm; mm
105	250	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 4 mm » ?	4mm	4 mm
106	251	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 4 °C » ?	4°C	4 °C
107	252	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	4ème	même; femme; lemme; semé; dème
108	252	1			Faute de typographie.	4ème	4ᵉ
109	256	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 50 mm » ?	50mm	50 mm
110	258	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 52 mm » ?	52mm	52 mm
111	259	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	5cm	cm; CM; DCM; QCM
112	259	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 5 cm » ?	5cm	5 cm
113	260	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	5en	en; ben; zen; yen; sen
114	261	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	5jours	jours; ajours
115	262	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	5mm	hmm; mmm; km; cm; mm
116	262	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 5 mm » ?	5mm	5 mm
117	263	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 5 °C » ?	5°C	5 °C
118	264	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 60 mm » ?	60mm	60 mm
119	267	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	6dans	dans
120	268	1			La lettre h doit être espacée dans les heures abrégées.	6h	6 h; 6:00
121	269	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	6mm	hmm; mmm; km; cm; mm
122	269	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 6 mm » ?	6mm	6 mm
123	270	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	6parcelles	parcelles; parcellés
124	271	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 6 °C » ?	6°C	6 °C
125	272	6	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	72 - CAPL	CAP; CARL; CAPE; CAPS; CAL
126	273	4	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	73-BBCH	BBC; BACH; BBC H
127	274	4	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	75-BBCH	BBC; BACH; BBC H
128	275	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	7en	en; ben; zen; yen; sen
129	276	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	7mai	mai
130	277	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 7 °C » ?	7°C	7 °C
131	281	1			La lettre h doit être espacée dans les heures abrégées.	8h	8 h; 8:00
132	282	1			La lettre h doit être espacée dans les heures abrégées.	8h30	8 h 30; 8:30
133	284	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 8 °C » ?	8°C	8 °C
134	285	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	8ème	même; femme; lemme; semé; dème
135	285	1			Faute de typographie.	8ème	8ᵉ
136	286	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	9avril	avril
137	287	1			La lettre h doit être espacée dans les heures abrégées.	9h	9 h; 9:00
138	288	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	9mm	hmm; mmm; km; cm; mm
139	288	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 9 mm » ?	9mm	9 mm
140	289	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	9ravril	avril; travail; Draveil
141	290	1	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 9 °C » ?	9°C	9 °C
142	302	5			Voulez-vous écrire « sûr » ?	: - sur	sûr
143	310	2	ESPACE_UNITES[1] 	1	Il faut utiliser une espace insécable avant l’unité. Voulez-vous écrire « 13 °C » ?	<13°C	13 °C
144	328	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AB2F	ABBÉ; ABUS; ABRI; ABEL; ABU
145	329	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ACTIV	ACTIF; ACTIVE; ACTIVÉ; ACTIVA; ACTIVÈ
146	330	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ACTUALITES	ACTUALITÉS; ACTUALITÉ; ACTUALISÉS; ACTUALISES; FACTUALITÉS
147	331	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ADABIO	ADAGIO
148	332	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ADVAH	AVAL; ADAM; RADJAH; ALLAH; AVA
149	333	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AF	aF; À; A; AU; AN
150	334	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AGROBIO	Agro-Bio
151	335	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ALAIGNE	ALIGNE; ALIGNÉ; PLAIGNE; LAIGNÉ; ALIGNÈ
152	336	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ALBERES	ALTÉRÉS; AUBÈRES; ALBERGES; ALTÈRES
153	337	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ALS	ANS; ILS; AS; ALI; BALS
154	339	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AMarcillac	Marcello; Aurillac; Marcelle; Camarilla; Camarillas
155	340	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AOC	ARC; HOC; ROC; ASC; AVC
156	344	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ARAIGNEES	ARAIGNÉES; ARAIGNÉE; ARPIGNÉES
157	345	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ARIBAUD	RIBAUD
158	346	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ATV	A TV; AV; TV; AT; ATH
159	347	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AUTORISEE	AUTORISÉE; AUTORISE; AUTORISÉ; AUTORISÉS; AUTORISÉES
160	349	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AX'VIGNE	VIGNE; ASSIGNÉ; ALIGNE; ALIGNÉ; ASSIGNE
161	350	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Abère	Aberre; Aberrè; Aberré; Avéré; Amère
162	351	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Acquaviva	Accabla; Accapara; Assouvira; Actualisa; Alcalisa
163	352	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Acti	Actif; Acte; Axe; Axé; Acté
164	353	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Adar	Radar; Adam; Agar; Anar; Amar
165	355	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Agamy	Agami; Agame
166	356	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Agrobio	Agro-Bio
167	359	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Alaigne	Aligne; Aligné; Allégé; Allégée; Allège
168	360	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Albères	Altérés; Aubères; Alberges; Altères
169	361	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aleria	Alexia; Alésia; Alerta; Valeria; Ale ria
170	362	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Allassac	Alyssa; Allas sac
171	365	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Altema	Altéra; Althéa; Altéa
172	366	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Alésien	Arlésien; Salésien; Alésiez
173	367	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Amberre	Ampère; Aubère; Aberre; Aberrè; Aberré
174	368	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Ambrosia	Ambroise; Ambrose; Ambrosien; Ambroisie
175	369	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Ampélys	Appelés; Appels; Amples; Amplis; Ampères
176	374	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Anote	A note; Annoté; Annote; Annotè; Note
177	376	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Anthribidae	Antiride
178	377	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aouste-sur	A ouste; Ajusté; Aoste; Ajuste; Aoûté
179	378	1			Les mois de l’année n’ont pas de majuscule. Voulez-vous écrire « aout » ?	Aout	aout
180	380	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	AquitaineVigne	
181	381	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Arbin	Albin; Aubin; Armin; Harbin; Larbin
182	382	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Arces	Arqués; Arques; Accès; Armes; Arcs
183	383	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Archiac	Archive; Archiduc; Archivé; Archi; Archal
184	385	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Areal	Réal; Aral; Oréal; Are al; Arial
185	386	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Argyrotaenia	
186	388	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Arlay	Alla; Alan; Ray; Allan; Arles
187	389	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Arm	Arme; Armé; Art; Arc; Are
188	391	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Armbruster	Arbuste; Arbustes; Arbousier; Arcbouter; Armoriste
189	392	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Arretes	Arrêtés; Arêtes; Arrêtes; Arrêté; Arrête
190	395	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aubance	Aubange
191	398	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aujac	Aura; Audace; Auray; Dulac; Aurai
192	399	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aulais	Allés; Ailés; Aurais; Allais; Aillés
193	403	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Ax'VIGNE	Activité; Vigne; Assigné; Activiste; Aligne
194	404	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Axvigne	Vigne; Assigné; Aligne; Aligné; Assigne
195	405	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Ayron	Aaron; Byron; Acron
196	406	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Aà	aA; AA; La; À; A
197	407	1			Faute de frappe possible : un mot est répété : B B. Correction : « B ».	B	B
198	411	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BADIER	RADIER; BADINER; BADER; BADGER; BADIEZ
199	412	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BALLOUHEY	ALLOUÉ; ALLOUÉS; ALLOUÉE; ALLOUÉES; ALLOUE
200	413	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BARJAC	BARSAC
201	414	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BARRIERE	BARRIÈRE; BARRIÉRÈ; BARRIÉRÉ; CARRIÈRE; ARRIÈRE
202	417	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BAZEROLLE	AZEROLE
203	418	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BBCH	BBC; BACH; BBC H
204	419	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BCAE	BCE; BCA
205	420	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BDA	RDA; BD; kDa; BOA; BADA
206	421	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BENREDJEM	
207	422	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BESSET	BASSET; BESSEL
208	423	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BFC	BBC; BAC; BEC; RFC; BIC
209	424	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BGD	BD; BSD; BAD; BDD
210	425	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BIOCONTROLE	BIOCONTRÔLE; BIOCONTRÔLES
211	427	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BNIC	BRIC; BIC
212	428	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BONOM	BOOM
213	431	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BROCHARD	BROCARD
214	432	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BSV	BSD; mSv; ESv; GSv; MSv
215	433	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	BUSSY	buse-Y; BUSSE
216	434	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bactrocera	Accrochera; Raccrochera; Octroiera; Bachotera; Matricera
217	435	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bactériose	Bactéries; Bactérie; Bactéridie
218	436	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Baggiolini	
219	437	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bagnols	Bagnole; Bagnoles
220	438	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Baigorry	Bécarre; Grigory; Dédorure
221	439	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Balagne	Balane
222	440	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Balmes	Balles; Baltes; Calmes; Palmes; Palmés
223	441	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Balsac	Balzac; Balsa; Barsac; Balsas; Bal sac
224	443	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Barbezieux	Barbeaux; Arsénieux; Barberiez
225	448	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Beblenheim	Vendenheim
226	449	7	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bec - FREDON	FRELON; FRÉON
227	450	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Becquin	Buccin
228	451	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bellay	balle-y; Velay; Bulla; Pelay; Balla
229	452	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bellocq	Ballon; Ballons; Colloque; Pollock; Belote
230	454	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bergeracois	Bergerac ois
231	455	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	Bergheim	Berger; Bergers; Berges; Sergueï; Berge
