"bsv"	"context"	"word"	"context"	"location"	"features"
"bsv_raisin_n12_18062019_cle8578dc"	"50) 25 27 31 Stades"	"BBCH"	"(0 à 100) 69 71 75"	"3836-3840"	"type=BBCH, form=BBCH"
"bsv_raisin_n15_16072019_cle8c8617"	"50) 31 32 33 Stades"	"BBCH"	"(0 à 100) 75 76 77"	"1354-1358"	"type=BBCH, form=BBCH"
"bsv_viti_13_27_06_2019_cle07f426"	"ntre fin floraison ("	"BBCH 69"	"80% de fleurs ouver"	"840-847"	"type=BBCH, form=BBCH 69"
"bsv_viti_13_27_06_2019_cle07f426"	"ne entre les stades"	"BBCH-69 et 73"	"(grains de plomb, b"	"1016-1029"	"type=BBCH, form=BBCH-69 et 73"
"bsv_viti_13_27_06_2019_cle07f426"	"nt presque au stade"	"BBCH-75"	"( petit-pois) mais"	"1168-1175"	"type=BBCH, form=BBCH-75"
"bsv_viti_14_04_07_2019-1_cle888dd3"	"emaine prochaine. P"	"Stade 75 BBCH"	"Pois : les grains o"	"1479-1492"	"type=BBCH, form=Stade 75 BBCH"
"bsv_viti_17_25_07_2019_cle0a86e1"	"eture de la grappe ("	"BBCH 79"	") est acquis sur l'e"	"697-704"	"type=BBCH, form=BBCH 79"
"bsv_viti_3_18_04_2019_cle43e1c9"	"-3 feuilles étalées"	"Stade 11 BBCH"	"= stade 07 d'après"	"2086-2099"	"type=BBCH, form=Stade 11 BBCH"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 03 ou B ou"	"BBCH 05"	") dans les secteurs"	"2904-2911"	"type=BBCH, form=BBCH 05"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 15 ou G ou"	"BBCH 55"	") dans les parcelles"	"3023-3030"	"type=BBCH, form=BBCH 55"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 06 ou D ou"	"BBCH 10"	") et "" 2 ou 3 feuill"	"3175-3182"	"type=BBCH, form=BBCH 10"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 09 ou E ou"	"BBCH 12- 13"	"). Pyrénées-Orienta"	"3233-3244"	"type=BBCH, form=BBCH 12- 13"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 17 ou H ou"	"BBCH 57"	"). 4 feuilles étalée"	"3441-3448"	"type=BBCH, form=BBCH 57"
"bsv_viti_lr_n03_16042019_cle82d51a"	"talées(stade E-F ou"	"BBCH 14"	") BULLETIN DE SANTÉ"	"3483-3490"	"type=BBCH, form=BBCH 14"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 05 ou C ou"	"BBCH 09"	") dans la Vallée de"	"4725-4732"	"type=BBCH, form=BBCH 09"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 09 ou E ou"	"BBCH 12-13"	") dans le Minervois,"	"4842-4852"	"type=BBCH, form=BBCH 12-13"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 12 ou F ou"	"BBCH 14-53"	") dans le Biterrois."	"5027-5037"	"type=BBCH, form=BBCH 14-53"
"bsv_viti_lr_n03_16042019_cle82d51a"	""" (stade 6 ou D ou"	"BBCH 10)"	") au (stade "" 2 ou 3"	"11501-11509"	"type=BBCH, form=BBCH 10)"
"bsv_viti_lr_n03_16042019_cle82d51a"	"""(stade 09 ou E ou"	"BBCH 12-13"	")) sont déterminante"	"11566-11576"	"type=BBCH, form=BBCH 12-13"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	""" (stade 33 ou L ou"	"BBCH 77"	"). dans les secteurs"	"5306-5313"	"type=BBCH, form=BBCH 77"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"ison "" (stade 37 ou"	"BBCH 89"	") dans les parcelles"	"5400-5407"	"type=BBCH, form=BBCH 89"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"aison ""(stade 35 ou"	"BBCH 81"	"). Stade "" mi vérais"	"5522-5529"	"type=BBCH, form=BBCH 81"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	""" (stade L ou 33 ou"	"BBCH 77"	") dans le Nord Montp"	"13771-13778"	"type=BBCH, form=BBCH 77"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"ison "" (stade 35 ou"	"BBCH 81"	") dans toutes les au"	"13843-13850"	"type=BBCH, form=BBCH 81"
