id	type	context	context	context	word	context	context	context	location	features
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	n°3	,	2019	Viticulture	région	AURA	,	8464-8475	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	du	développement	des	vignes	Reste	que	les	9532-9538	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	touchées	par	le	gel	de	printemps	sur	9813-9816	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Gels, skos-prefLabel=gel, form=gel
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	est	timide	.	Gel	:	jusqu'à	-5	10481-10484	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Gels, skos-prefLabel=gel, form=Gel
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	n°3	,	2019	Viticulture	région	AURA	,	10661-10672	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	développement	de	certaines	vignes	Stade	majoritaire	,	11764-11770	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	visibles	dans	les	vignes	qui	n'ont	pas	11837-11843	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	de	dégât	de	gel	Dans	la	vallée	11875-11878	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Gels, skos-prefLabel=gel, form=gel
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	n°3	,	2019	Viticulture	région	AURA	,	12318-12329	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	n°3	,	2019	Viticulture	région	AURA	,	12981-12992	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	:	/	/	viticulture	ecophytopic	.	fr	13157-13168	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	.	fr	/	viticulture	Toute	reproduction	même	13184-13195	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	CHOLAT	,	Soufflet	Vigne	Ecovigne	,	Oenophyt	13795-13800	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	Oenoconseil	,	Lycée	Olivier	de	Serres	/	14046-14053	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Oliviers, skos-prefLabel=olivier, form=Olivier
