"bsv"	"context"	"word"	"context"	"location"	"features"
"20190710_LOR_BSV_Grandes_Cultures_cle8d764a"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"5843-5876"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"20190730_bsv_grandes_cultures_cle879378"	"de surveillance du"	"mildiou du tournesol, la maladie"	"a été observée en V"	"9859-9891"	"type=N_PUN_N, form=mildiou du tournesol, la maladie"
"20190730_bsv_grandes_cultures_cle879378"	"tales/2016 brochure"	"colza et altises"	"hiver.pdf Des analy"	"15863-15879"	"type=N_KON_N, form=colza et altises"
"20190730_bsv_grandes_cultures_cle879378"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"18454-18476"	"type=N_KON_N, form=cultures et les invite"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"re BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"545-561"	"type=N_PUN_N, form=Cultures, région"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"e faible vitesse de"	"développement des colzas, le seuil de nuisibilité"	"est abaissé à 3 pla"	"2281-2330"	"type=N_PUN_N, form=développement des colzas, le seuil de nuisibilité"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"s. BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"2394-2410"	"type=N_PUN_N, form=Cultures, région"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"a. BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"4484-4500"	"type=N_PUN_N, form=Cultures, région"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"s. BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"5782-5798"	"type=N_PUN_N, form=Cultures, région"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"r. BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"7306-7322"	"type=N_PUN_N, form=Cultures, région"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"o. BSV n°24, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"8872-8888"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	"BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"684-700"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	". BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"1857-1873"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	"e faible vitesse de"	"développement des colzas, le seuil de nuisibilité"	"est abaissé à 3 pla"	"2442-2491"	"type=N_PUN_N, form=développement des colzas, le seuil de nuisibilité"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	". BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"3954-3970"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	". BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"5895-5911"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	". BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"7420-7436"	"type=N_PUN_N, form=Cultures, région"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	". BSV n°27, Grandes"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"8982-8998"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"s. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"1409-1425"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"e. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"2237-2253"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"s. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"4828-4844"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"s. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"5618-5634"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"'entrée de l'hiver."	"La couleur du colza, la qualité de l'enracinement et la disponibilité"	"en azote permettent"	"6970-7039"	"type=N_PUN_N_KON_N, form=La couleur du colza, la qualité de l'enracinement et la disponibilité"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"e. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"7669-7685"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"s. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"9556-9572"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"Drôme, 2 parcelles"	"Stades et état des cultures"	"La répartition des"	"9853-9880"	"type=N_KON_N, form=Stades et état des cultures"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"ue BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"11121-11137"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"al BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"13035-13051"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"u. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"14356-14372"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"t. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"15320-15336"	"type=N_PUN_N, form=Cultures, région"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"o. BSV n°32, Grande"	"Cultures, région"	"Auvergne-Rhône-Alpe"	"16887-16903"	"type=N_PUN_N, form=Cultures, région"
"20191210_bsv_grandes_cultures_cle8fd173"	"conditions météo,"	"vigueur et stade de
    la culture"	", présence d'auxilia"	"6627-6661"	"type=N_KON_N, form=vigueur et stade de
    la culture"
"20191210_bsv_grandes_cultures_cle8fd173"	"es filières Grandes"	"Cultures et Polyculture"	"Élevage. Retrouvez"	"20213-20236"	"type=N_KON_N, form=Cultures et Polyculture"
"20191210_bsv_grandes_cultures_cle8fd173"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"21938-21960"	"type=N_KON_N, form=cultures et les invite"
"BSV-GC-n__33-01102019_cle41f418"	"de lutte. Limaces:"	"Colzas, pucerons"	"verts (C.GAZET CA59"	"5049-5065"	"type=N_PUN_N, form=Colzas, pucerons"
"BSV-GC-n__33-01102019_cle41f418"	"dans une parcelle."	"Colza, larve de teigne"	"des crucifères (C."	"6259-6281"	"type=N_PUN_N, form=Colza, larve de teigne"
"BSV-GC-n__33-01102019_cle41f418"	"res (C. GAZET CA59-"	"Colza, mouche du chou"	"as3cot (F. CARLIER"	"6313-6334"	"type=N_PUN_N, form=Colza, mouche du chou"
"BSV-GC-n__36-22102019_cle43a7f1"	": Cette semaine, 26"	"parcelles de blé et d'orge"	"d'hiver ont été obs"	"361-387"	"type=N_KON_N, form=parcelles de blé et d'orge"
"BSV-GC-n__36-22102019_cle43a7f1"	"ngluées relevées en"	"blé et escourgeon"	", nous observons 1,"	"1301-1318"	"type=N_KON_N, form=blé et escourgeon"
"BSV-GC-n__36-22102019_cle43a7f1"	"engluées relevées ("	"blé et orge"	") : 9 présentent des"	"2080-2091"	"type=N_KON_N, form=blé et orge"
"BSV-GC-n__36-22102019_cle43a7f1"	"ioles des feuilles."	"Colza, stade"	"10 feuilles (M. ROU"	"4968-4980"	"type=N_PUN_N, form=Colza, stade"
"BSV-GC-n__36-22102019_cle43a7f1"	"e (C.GAZET CA59-62)"	"Colza, larves"	"d'altise à différen"	"6637-6650"	"type=N_PUN_N, form=Colza, larves"
"BSV-GC-n__36-22102019_cle43a7f1"	"dans une parcelle."	"Colza, larve de tenthrède et dégâts"	"sur feuille(H. GOSS"	"7780-7815"	"type=N_PUN_N_KON_N, form=Colza, larve de tenthrède et dégâts"
"BSV-GC-n__36-22102019_cle43a7f1"	"de GORRE CA59-62)"	"Colza, macules de Phoma"	"(H. GOSSE de GORRE"	"7856-7879"	"type=N_PUN_N, form=Colza, macules de Phoma"
"BSV_07-48_cereales_Normandie_2020_cle8d6d3f"	"o o La majorité des"	"parcelles de blé et d'orge"	"semées sont entre l"	"63-89"	"type=N_KON_N, form=parcelles de blé et d'orge"
"BSV_07-48_cereales_Normandie_2020_cle8d6d3f"	"entre la période de"	"sensibilité de la céréale et la période"	"d'activité des cica"	"2350-2389"	"type=N_KON_N, form=sensibilité de la céréale et la période"
"BSV_19-19_cereales_Normandie_2019_cle8dba8a"	"arfois atteint. Sur"	"orge, la pression"	"rhynchosporiose est"	"889-906"	"type=N_PUN_N, form=orge, la pression"
"BSV_19-19_cereales_Normandie_2019_cle8dba8a"	"ès les pluies de ce"	"week-end, les rayons du soleil"	"pourraient assainir"	"6531-6561"	"type=N_PUN_N, form=week-end, les rayons du soleil"
"BSV_27-29_cereales_Normandie_2019_cle8e5177"	"lle avec historique"	"dégâts, maïs"	"/maïs, mauvaise gest"	"1899-1911"	"type=N_PUN_N, form=dégâts, maïs"
"BSV_4-27_cereales_Normandie_R2016_cle84c13e-2"	"Limaces En grandes"	"cultures, les espèces de limaces"	"rencontrées sont es"	"3667-3699"	"type=N_PUN_N, form=cultures, les espèces de limaces"
"BSV_Colza_no01-20fev_cle091791"	"est poussante pour"	"la culture, c'est"	"un avantage pour at"	"566-583"	"type=N_PUN_N, form=la culture, c'est"
"BSV_Colza_no01-20fev_cle091791"	"ement des premières"	"captures et la présence de colza"	"aux tiges principal"	"2635-2667"	"type=N_KON_N, form=captures et la présence de colza"
"BSV_Colza_no01-20fev_cle091791"	"st conditionnée par"	"l'état du colza et la dynamique de croissance"	"des tiges. Photo F."	"3304-3349"	"type=N_KON_N, form=l'état du colza et la dynamique de croissance"
"BSV_Colza_no01-20fev_cle091791"	"conditions météo :"	"soleil, absence de vent, températures"	"douces. Le vol est"	"3594-3631"	"type=N_PUN_N, form=soleil, absence de vent, températures"
"BSV_Colza_no17-02oct2019_cle8cb181"	"lon les situations ("	"état du colza et dynamique de pousse"	"). Le risque limace"	"630-666"	"type=N_KON_N, form=état du colza et dynamique de pousse"
