"bsv"	"context"	"word"	"context"	"location"	"features"
"BSV_GC_ARCMED_N03_18042019_cle479bcc"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"9290-9312"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_ARCMED_N04_30042019_cle47541c"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"7928-7950"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_NA_Limousin_02_20190305_cle077475"	"DON64 Piétin verse ("	"Blé et triticale"	") L'estimation du ri"	"7525-7541"	"type=N_KON_N, form=Blé et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"Fusariose des épis ("	"Blé et triticale"	") : vigilance à l'ap"	"2113-2129"	"type=N_KON_N, form=Blé et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"cône dans le sol en"	"lieu et place de la semence"	"ou de la plantule."	"4741-4768"	"type=N_KON_N, form=lieu et place de la semence"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"n des graines avant"	"la levée, semence"	"déterrée. Plantules"	"4818-4835"	"type=N_PUN_N, form=la levée, semence"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"s (Fiche technique)"	"Les blés et triticale"	"entrent dans la pér"	"13091-13112"	"type=N_KON_N, form=Les blés et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"pour le blé tendre"	"d'hiver et le triticale"	": Bulletin de Santé"	"13678-13701"	"type=N_KON_N, form=d'hiver et le triticale"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"ition des premières"	"fleurs, la nuisibilité"	"peut s'avérer impor"	"8425-8447"	"type=N_PUN_N, form=fleurs, la nuisibilité"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"ue, semer tôt : sur"	"colza, les semis"	"tardifs sont généra"	"12527-12543"	"type=N_PUN_N, form=colza, les semis"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"le. A partir de 3-4"	"feuilles, le colza"	"entre dans une dyna"	"15133-15151"	"type=N_PUN_N, form=feuilles, le colza"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"au de risque. Selon"	"les sources et le stade de la culture"	", on peut éventuelle"	"15459-15496"	"type=N_KON_N, form=les sources et le stade de la culture"
"BSV_GC_NA_Limousin_31_20191126_cle074695"	"t rares. Rotation à"	"base de colza, céréales et fourrages"	": offrant nourritur"	"13510-13546"	"type=N_PUN_N_KON_N, form=base de colza, céréales et fourrages"
"BSV_GC_NA_Limousin_31_20191126_cle074695"	"que. Interculture :"	"les repousses, les adventices, une culture"	"intermédiaire, proc"	"13678-13720"	"type=N_PUN_N, form=les repousses, les adventices, une culture"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"p 02 Tournesol p 07"	"Tournesol et colza"	"Soja p 08 Début de"	"438-456"	"type=N_KON_N, form=Tournesol et colza"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"ne, semis du 16/08,"	"Colza, apparition"	"de la 2ème feuille,"	"2495-2512"	"type=N_PUN_N, form=Colza, apparition"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"s à limaces : Avant"	"la levée de la culture, l'observation des limaces"	"grises et noires se"	"3209-3258"	"type=N_PUN_N, form=la levée de la culture, l'observation des limaces"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"ais en cas de forte"	"présence, la survie de la culture"	"est en jeu. Observa"	"8103-8136"	"type=N_PUN_N, form=présence, la survie de la culture"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"11170-11192"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"er : Blé p. 6 Orges"	"d'hiver et escourgeons"	"p. 11 La pression d"	"361-383"	"type=N_KON_N, form=d'hiver et escourgeons"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"lement situées dans"	"l'Yonne et la Côte"	"d'Or qui subissent"	"1636-1654"	"type=N_KON_N, form=l'Yonne et la Côte"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"ition des premières"	"fleurs, les méligèthes"	"délaissent les bout"	"4060-4082"	"type=N_PUN_N, form=fleurs, les méligèthes"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"ions brun foncé sur"	"les feuilles et les gousses"	". Elle est favorisée"	"18177-18204"	"type=N_KON_N, form=les feuilles et les gousses"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"un sac plastique au"	"soleil, les insectes"	"viendront se coller"	"19253-19273"	"type=N_PUN_N, form=soleil, les insectes"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"20830-20852"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"te semaine : Colza"	"Semis et levées de colza"	"perturbés une fois"	"112-136"	"type=N_KON_N, form=Semis et levées de colza"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"s à limaces : Avant"	"la levée de la culture, l'observation des limaces"	"grises et noires se"	"3926-3975"	"type=N_PUN_N, form=la levée de la culture, l'observation des limaces"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"té, dans les autres"	"cultures(tournesol, sorgho"	", ) sans préjudice,"	"8234-8260"	"type=N_PUN_N, form=cultures(tournesol, sorgho"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"stade 3-4 feuilles."	"sence, la survie de la culture"	"est en jeu. Seuil"	"9534-9564"	"type=N_PUN_N, form=sence, la survie de la culture"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"12866-12888"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"fin février : Orges"	"d'hiver et escourgeons"	"p. 9 Le risque mal"	"1377-1399"	"type=N_KON_N, form=d'hiver et escourgeons"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	". Puceron vert dans"	"pois de printemps, E"	". Bizot (CA89) Analy"	"17134-17154"	"type=N_PUN_N, form=pois de printemps, E"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"n. Altise sur jeune"	"tournesol, E"	". Joudelat (CA89) Am"	"19504-19516"	"type=N_PUN_N, form=tournesol, E"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"ures à risque comme"	"tournesol et soja"	"), déchaumage et fau"	"20593-20610"	"type=N_KON_N, form=tournesol et soja"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"ritoire de Belfort."	"Stade et état du maïs"	"Le réchauffement pr"	"21309-21330"	"type=N_KON_N, form=Stade et état du maïs"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"26624-26646"	"type=N_KON_N, form=cultures et les invite"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"ures à risque comme"	"tournesol et soja"	"), déchaumage et fau"	"3239-3256"	"type=N_KON_N, form=tournesol et soja"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"ritoire de Belfort."	"Stade et état du maïs"	"La majorité des par"	"4012-4033"	"type=N_KON_N, form=Stade et état du maïs"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"(Jura, Yonne, Saône-"	"et-Loire et Côte"	"d'Or) sans dégâts n"	"11633-11649"	"type=N_KON_N, form=et-Loire et Côte"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"13680-13702"	"type=N_KON_N, form=cultures et les invite"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"rties des plantes :"	"tiges, pétioles, gousses"	". En cas d'attaques"	"20695-20719"	"type=N_PUN_N, form=tiges, pétioles, gousses"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	", les galeries dans"	"les gousses, les grains de flageolet"	"grignotés et la pré"	"20873-20909"	"type=N_PUN_N, form=les gousses, les grains de flageolet"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"lle. Les précédents"	"maïs et la proximité de cultures"	"de maïs sont des fa"	"21007-21039"	"type=N_KON_N, form=maïs et la proximité de cultures"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"essentiellement au"	"feuillage des cultures, la chenille"	"d'Héliothis est une"	"22258-22293"	"type=N_PUN_N, form=feuillage des cultures, la chenille"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"NT Pomme de terre :"	"MILEOS et Oignon"	": MILONI : FREDON I"	"24251-24267"	"type=N_KON_N, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture. Pour"	"24693-24729"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"entices des grandes"	"cultures et les méthodes"	"préventives et agro"	"24817-24841"	"type=N_KON_N, form=cultures et les méthodes"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"NT Pomme de terre :"	"MILEOS et Oignon"	": MILONI : FREDON I"	"15934-15950"	"type=N_KON_N, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture. Pour"	"16376-16412"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"entices des grandes"	"cultures et les méthodes"	"préventives et agro"	"16500-16524"	"type=N_KON_N, form=cultures et les méthodes"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"premiers dégâts en"	"parcelle de colza et interculture"	"/ repousses . COLZA"	"1164-1197"	"type=N_KON_N, form=parcelle de colza et interculture"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"ur 2 sites. D'autre"	"part, les arrachages de betteraves"	"sont en cours et ce"	"14995-15029"	"type=N_PUN_N, form=part, les arrachages de betteraves"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"NT Pomme de terre :"	"MILEOS et Oignon"	": MILONI : FREDON I"	"15768-15784"	"type=N_KON_N, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture, JEVI."	"16210-16246"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"entices des grandes"	"cultures et les méthodes"	"préventives et agro"	"16340-16364"	"type=N_KON_N, form=cultures et les méthodes"
"BSV_NA_GC_AQUITAINE_N19_20190613_cle0c6817"	"e la résistance aux"	"traitements de semences, un suivi des races"	"de mildiou est orga"	"9253-9296"	"type=N_PUN_N, form=traitements de semences, un suivi des races"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"qui viennent. A ce"	"jour, les parcelles de colza"	"du Sud-Ouest sont t"	"4315-4343"	"type=N_PUN_N, form=jour, les parcelles de colza"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"idus en surface (de"	"culture, couvert"	"végétaux, salisseme"	"9573-9589"	"type=N_PUN_N, form=culture, couvert"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"délégués Céréales à"	"paille et Maïs"	"Sandrine REGALDO et"	"459-473"	"type=N_KON_N, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"es sont toujours en"	"fleur et le remplissage des siliques"	"démarre. Localement"	"4919-4955"	"type=N_KON_N, form=fleur et le remplissage des siliques"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"n prenant en compte"	"le stade de la culture et la sensibilité"	"variétale avant tou"	"16971-17011"	"type=N_KON_N, form=le stade de la culture et la sensibilité"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"d de vallée humide,"	"présence de pailles, sol"	"motteux ) et plus p"	"29298-29322"	"type=N_PUN_N, form=présence de pailles, sol"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"délégués Céréales à"	"paille et Maïs"	"Sandrine REGALDO et"	"603-617"	"type=N_KON_N, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	". Limaces Au vu des"	"stades du maïs, les attaques"	"de ce ravageur sont"	"2543-2571"	"type=N_PUN_N, form=stades du maïs, les attaques"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"essentiellement sur"	"l'implication des producteurs et techniciens du maïs"	"qui assureront l'ob"	"9124-9176"	"type=N_KON_N, form=l'implication des producteurs et techniciens du maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"délégués Céréales à"	"paille et Maïs"	"Sandrine REGALDO et"	"428-442"	"type=N_KON_N, form=paille et Maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"paille (blé tendre"	"d'hiver et orge"	"d'hiver) Stade : f"	"1342-1357"	"type=N_KON_N, form=d'hiver et orge"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"rphe, Terre rouge à"	"châtaigniers, Limon"	"argileux profond as"	"10285-10304"	"type=N_PUN_N, form=châtaigniers, Limon"
"BSV_PDT_03_du_19_05_15_cle091415"	"innoculum primaire."	"Les pommes de terre, lorsqu'elles"	"vont se développer"	"1242-1275"	"type=N_PUN_N, form=Les pommes de terre, lorsqu'elles"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"...) Le travail du s"	"10379-10415"	"type=N_PUN_N, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"ants. Symptômes Sur"	"escourgeon, orges"	"d'hiver et de print"	"14696-14713"	"type=N_PUN_N, form=escourgeon, orges"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"s rotations avec du"	"colza, céréales"	"et fourrages leurs"	"16577-16592"	"type=N_PUN_N, form=colza, céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"s moins appétentes ("	"moutarde, phacélie"	"). Symptômes Au-delà"	"17388-17406"	"type=N_PUN_N, form=moutarde, phacélie"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"...) PREVISIONS Les"	"10750-10786"	"type=N_PUN_N, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"ants. Symptômes Sur"	"escourgeon, orges"	"d'hiver et de print"	"14782-14799"	"type=N_PUN_N, form=escourgeon, orges"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"s rotations avec du"	"colza, céréales"	"et fourrages leurs"	"16663-16678"	"type=N_PUN_N, form=colza, céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"s moins appétentes ("	"moutarde, phacélie"	"). Symptômes Au-delà"	"17474-17492"	"type=N_PUN_N, form=moutarde, phacélie"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"(retour fréquent de"	"blé, variété"	"sensible, milieu fa"	"3947-3959"	"type=N_PUN_N, form=blé, variété"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"e de façon fine des"	"résidus de maïs et sorgho"	". Choix variétal. I"	"44924-44949"	"type=N_KON_N, form=résidus de maïs et sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"labour"	"Maïs, sorgho"	"Grain Labou"	"46287-46299"	"type=N_PUN_N, form=Maïs, sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"e reproduisant dans"	"le blé, le stock de cocons"	"du sol s'enrichit a"	"49260-49286"	"type=N_PUN_N, form=le blé, le stock de cocons"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"a phase sensible du"	"blé et la phase de ponte"	"des femelles."	"49780-49804"	"type=N_KON_N, form=blé et la phase de ponte"
"BSV_no11_du_30-04-19_cle0bc1be"	"es alliées pour nos"	"cultures, protégeons-les"	"! Note nationale ab"	"3807-3831"	"type=N_PUN_N, form=cultures, protégeons-les"
"BSV_no11_du_30-04-19_cle0bc1be"	"les parcelles. A ce"	"stade des cultures, les pucerons"	"ne sont pas nuisibl"	"20663-20695"	"type=N_PUN_N, form=stade des cultures, les pucerons"
"BSV_no11_du_30-04-19_cle0bc1be"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"30210-30232"	"type=N_KON_N, form=cultures et les invite"
"BSV_no23_du_23-07-19_cle0f6782"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"3988-4010"	"type=N_KON_N, form=cultures et les invite"
"BSV_no30_du_22-10-19_cle085f67"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"12353-12375"	"type=N_KON_N, form=cultures et les invite"
"BSV_no6_du_26-03-19_cle8da969"	"es alliées pour nos"	"cultures, protégeons-les"	"! Note nationale ab"	"1673-1697"	"type=N_PUN_N, form=cultures, protégeons-les"
"BSV_no6_du_26-03-19_cle8da969"	"s dans la rotation ("	"pois, luzerne, colza"	", ). Une attention p"	"5856-5876"	"type=N_PUN_N, form=pois, luzerne, colza"
"BSV_no6_du_26-03-19_cle8da969"	"es. A ces stades de"	"développement du blé, les symptômes"	"ne présentent pas d"	"11803-11838"	"type=N_PUN_N, form=développement du blé, les symptômes"
"BSV_no6_du_26-03-19_cle8da969"	"um. A ces stades de"	"développement du blé, les symptômes"	"ne présentent pas d"	"12356-12391"	"type=N_PUN_N, form=développement du blé, les symptômes"
"BSV_no6_du_26-03-19_cle8da969"	"protection de leurs"	"cultures et les invite"	"à prendre ces déci-"	"22118-22140"	"type=N_KON_N, form=cultures et les invite"
"BSV_oleagineux_24_du_24-04-19_cle86ac9f"	"e prendre en compte"	"le stade de la culture et le nombre"	"d'insectes par plan"	"2246-2281"	"type=N_KON_N, form=le stade de la culture et le nombre"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"a dans la rotation ("	"colza, tournesol, soja, pois"	")Les attaques recen"	"2224-2252"	"type=N_PUN_N, form=colza, tournesol, soja, pois"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"12555-12588"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"rie (hétérogène) de"	"la fin de semaine, les stades des maïs"	"ont progressé. 2) P"	"1029-1067"	"type=N_PUN_N, form=la fin de semaine, les stades des maïs"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"6449-6482"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"alsace_gdes_cultures_no3_du_13-03-19_cle4272b9"	"entices des Grandes"	"Cultures et les méthodes de lutte"	"préventive en consu"	"7087-7120"	"type=N_KON_N, form=Cultures et les méthodes de lutte"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"RÉSENT CÉRÉALES"	"Blé et orge"	"d'hiver : Cette sem"	"263-274"	"type=N_KON_N, form=Blé et orge"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"Baris, charançon de"	"la tige du colza, charançon de la tige"	"du chou et méligèth"	"4009-4047"	"type=N_PUN_N, form=la tige du colza, charançon de la tige"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"9290-9312"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"die se conserve sur"	"les résidus de culture et les semences"	". Symptômes d'ascoch"	"3175-3213"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"die se conserve sur"	"les résidus de culture et les semences"	". L'utilisation de s"	"3600-3638"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"5012-5034"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"die se conserve sur"	"les résidus de culture et les semences"	". Symptômes d'ascoch"	"3175-3213"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"die se conserve sur"	"les résidus de culture et les semences"	". L'utilisation de s"	"3600-3638"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"5012-5034"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"ues de pycnides sur"	"feuilles, tiges et gousses"	"(voir photo ci-cont"	"3391-3417"	"type=N_PUN_N_KON_N, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"die se conserve sur"	"les résidus de culture et les semences"	". Évaluation du risq"	"3469-3507"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"elles, en observant"	"feuilles, tiges et gousses"	". Symptômes d'ascoch"	"3644-3670"	"type=N_PUN_N_KON_N, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"die se conserve sur"	"les résidus de culture et les semences"	". L'utilisation de s"	"3783-3821"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"5389-5411"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n01_25092019_cle039d59"	"s et dans certaines"	"situations, la levée de la culture"	". La période de semi"	"2209-2243"	"type=N_PUN_N, form=situations, la levée de la culture"
"bsv_gc_mp_n01_25092019_cle039d59"	"sidus en surface(de"	"culture, couvert"	"végétaux, salisseme"	"8766-8782"	"type=N_PUN_N, form=culture, couvert"
"bsv_gc_mp_n01_25092019_cle039d59"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"9880-9902"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n02_03102019_cle0d83ff"	"sidus en surface(de"	"culture, couvert"	"végétaux, salisseme"	"6606-6622"	"type=N_PUN_N, form=culture, couvert"
"bsv_gc_mp_n02_03102019_cle0d83ff"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"9448-9470"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n11_12122019_cle0bba99"	"celles en précédent"	"paille et colza"	". CEREALES A PAILLE"	"1093-1108"	"type=N_KON_N, form=paille et colza"
"bsv_gc_mp_n11_12122019_cle0bba99"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"6835-6857"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"e pour la prochaine"	"semaine, le colza"	"étant sensible tant"	"5927-5944"	"type=N_PUN_N, form=semaine, le colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"ures sensibles dans"	"la rotation, colza"	"en particulier (tou"	"10662-10680"	"type=N_PUN_N, form=la rotation, colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"lza en particulier ("	"tournesol, soja, cultures"	"légumières ) - les"	"10697-10722"	"type=N_PUN_N, form=tournesol, soja, cultures"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"blé tendre semés en"	"octobre et blé"	"dur sensibles. Les"	"18607-18621"	"type=N_KON_N, form=octobre et blé"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"sque s'arrête à fin"	"tallage, les céréales"	"ayant dépassé ce st"	"22879-22900"	"type=N_PUN_N, form=tallage, les céréales"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"25188-25210"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n27_16052019_cle046a11"	"dates de semis. Sur"	"orge, les symptômes"	"sont en augmentatio"	"5694-5713"	"type=N_PUN_N, form=orge, les symptômes"
"bsv_gc_mp_n27_16052019_cle046a11"	"otéagineux(féverole"	"d'hiver, pois"	"d'hiver et pois de"	"27627-27640"	"type=N_PUN_N, form=d'hiver, pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"erole d'hiver, pois"	"d'hiver et pois de printemps"	") est mis en œuvre p"	"27641-27669"	"type=N_KON_N, form=d'hiver et pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"35152-35174"	"type=N_KON_N, form=cultures et les invite"
"bsv_gc_mp_n33_27062019_cle051c4f"	"e la résistance aux"	"traitements de semences, un suivi des races"	"de mildiou est orga"	"2951-2994"	"type=N_PUN_N, form=traitements de semences, un suivi des races"
"bsv_gc_mp_n33_27062019_cle051c4f"	"t sensibles lors de"	"la formation des gousses, stade"	"atteint par la majo"	"9808-9839"	"type=N_PUN_N, form=la formation des gousses, stade"
"bsv_gc_mp_n33_27062019_cle051c4f"	"die se conserve sur"	"les résidus de culture et les semences"	". Évaluation du risq"	"11466-11504"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_mp_n33_27062019_cle051c4f"	"die se conserve sur"	"les résidus de culture et les semences"	". L'utilisation de s"	"11983-12021"	"type=N_KON_N, form=les résidus de culture et les semences"
"bsv_gc_mp_n33_27062019_cle051c4f"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"13703-13725"	"type=N_KON_N, form=cultures et les invite"
"bsv_grandes_cultures_n02_27092018_cle87a58c"	"uer le risque selon"	"le stade du colza, les conditions"	"climatiques (les pl"	"6530-6563"	"type=N_PUN_N, form=le stade du colza, les conditions"
"bsv_grandes_cultures_n02_27092018_cle87a58c"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"7659-7681"	"type=N_KON_N, form=cultures et les invite"
"bsv_grandes_cultures_n05_18102018_cle81e819-1"	"risque (historique"	"culture, travail du sol, stade"	") et sur les parcell"	"6142-6172"	"type=N_PUN_N, form=culture, travail du sol, stade"
"bsv_grandes_cultures_n05_18102018_cle81e819-1"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"8723-8745"	"type=N_KON_N, form=cultures et les invite"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"celles en précédent"	"paille et colza"	"sont à surveiller a"	"1084-1099"	"type=N_KON_N, form=paille et colza"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"lage) en précédents"	"paille et colza"	". L'analyse de risqu"	"13574-13589"	"type=N_KON_N, form=paille et colza"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"protection de leurs"	"cultures et les invite"	"à prendre ces décis"	"15025-15047"	"type=N_KON_N, form=cultures et les invite"
"bsv_grandes_cultures_n35_09082018-2_cle06f22b"	"plante mais surtout"	"les gousses et les graines"	"en formation (piqûr"	"6595-6621"	"type=N_KON_N, form=les gousses et les graines"
"bsv_grandes_cultures_n35_09082018-2_cle06f22b"	"re pouvant héberger"	"les spores de mildiou, l'allongement des rotations et l'utilisation de semences"	"saines sont souhait"	"10035-10114"	"type=N_PUN_N_KON_N, form=les spores de mildiou, l'allongement des rotations et l'utilisation de semences"
