"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_19-04-16_2_cle84b397"	"lées. BSV n°2, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3219-3238"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-04-16_2_cle84b397"	"hyto. BSV n°2, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"5216-5235"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-06-25_12_cle0b3618"	"ur et de l'eau dans"	"le sol, les vigne"	"le sol, les "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"sont actuellement t"	"1246-1263"	"type=N_PUN_N, match=fcu, form=le sol, les vigne"
"BSV_19-06-25_12_cle0b3618"	"tes. BSV n°12, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"1330-1349"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-06-25_12_cle0b3618"	"ent. BSV n°12, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"2691-2710"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-06-25_12_cle0b3618"	"lle. BSV n°12, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4184-4203"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-06-25_12_cle0b3618"	"yto. BSV n°12, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"6187-6206"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-07-30_17_cle08d978"	"ser. BSV n°17, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"1612-1631"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-07-30_17_cle08d978"	"ées. BSV n°17, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"3130-3149"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-07-30_17_cle08d978"	"que. BSV n°17, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"4878-4897"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_19-07-30_17_cle08d978"	"yto. BSV n°17, 2019"	"Viticulture, région"	", région"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"AURA, édition du te"	"7007-7026"	"type=N_PUN_N, match=fcu, form=Viticulture, région"
"BSV_1_-_16_avril_2019_cle43d31d"	"SICAVAC, Société de"	"Viticulture du Jura, Coopérative"	" du Jura, Coopérative"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Bourgogne du Sud. A"	"2051-2083"	"type=N_PUN_N, match=fcu, form=Viticulture du Jura, Coopérative"
"BSV_1_-_16_avril_2019_cle43d31d"	"Axvigne, Interval,"	"Coteaux de Champlitte, Société de Viticulture"	"Coteaux de Champlitte, Société de "	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"du Jura Ce bulletin"	"5637-5682"	"type=N_PUN_N, match=fcu, form=Coteaux de Champlitte, Société de Viticulture"
"BSV_2019_n13_cle0f596d"	"FRUIT Comme prévu,"	"soleil et températures"	" et températures"	"soleil ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"estivales ont favor"	"290-312"	"type=N_KON_N, match=fcu, form=soleil et températures"
"BSV_4_-_7_mai_2019_cle8db5ca"	"au cours de cette 1"	"semaine de mai, la croissance de la vigne"	"semaine de mai, la croissance de la "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"est toujours lente"	"781-822"	"type=N_PUN_N, match=fcu, form=semaine de mai, la croissance de la vigne"
"BSV_4_-_7_mai_2019_cle8db5ca"	"Axvigne, Interval,"	"Coteaux de Champlitte, Société de Viticulture"	"Coteaux de Champlitte, Société de "	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"du Jura Ce bulletin"	"6579-6624"	"type=N_PUN_N, match=fcu, form=Coteaux de Champlitte, Société de Viticulture"
"BSV_NA_VIGNE_CHARENTES_02_20190409_cle8ac81e"	"iver en moins de 24"	"heures, vigne"	"heures, "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"réceptive (au moins"	"6522-6535"	"type=N_PUN_N, match=fcu, form=heures, vigne"
"BSV_NA_VIGNE_CHARENTES_02_20190409_cle8ac81e"	"s de la Vigne et du"	"Vin, la Station"	"Vin, la Station"	"Vin ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Viticole du BNIC et"	"15187-15202"	"type=N_PUN_N, match=fcu, form=Vin, la Station"
"BSV_NA_VIGNE_CHARENTES_07_20190514_cle841735"	"rsistantes tels que"	"les conifères, les rosiers"	"les conifères, les "	"rosiers ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	"sauvages, les ronce"	"11642-11668"	"type=N_PUN_N, match=fcu, form=les conifères, les rosiers"
"BSV_NA_VIGNE_CHARENTES_07_20190514_cle841735"	"s de la Vigne et du"	"Vin, la Station"	"Vin, la Station"	"Vin ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Viticole du BNIC et"	"14027-14042"	"type=N_PUN_N, match=fcu, form=Vin, la Station"
"BSV_NA_VIGNE_CHARENTES_18_20190730_cle8d5827"	"s de la Vigne et du"	"Vin, la Station"	"Vin, la Station"	"Vin ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Viticole du BNIC et"	"13750-13765"	"type=N_PUN_N, match=fcu, form=Vin, la Station"
"BSV_NA_VIGNE_CHARENTES_19_20190806_cle88b155"	"s de la Vigne et du"	"Vin, la Station"	"Vin, la Station"	"Vin ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Viticole du BNIC et"	"10914-10929"	"type=N_PUN_N, match=fcu, form=Vin, la Station"
"BSV_NA_VIGNE_CHARENTES_22_20190903_cle8f1178"	"s de la Vigne et du"	"Vin, la Station"	"Vin, la Station"	"Vin ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vin ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Viticole du BNIC et"	"7238-7253"	"type=N_PUN_N, match=fcu, form=Vin, la Station"
"BSV_NA_VIGNE_Haut-Poitou_03_20190430_cle4165b7"	"rative Centre Ouest"	"Céréales, les Etablissements"	", les Etablissements"	"Céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"Soufflet, l'Institu"	"13492-13520"	"type=N_PUN_N, match=fcu, form=Céréales, les Etablissements"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"Stade entre baies à"	"taille de pois et début"	"taille de  et début"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"fermeture sur Chard"	"2540-2563"	"type=N_KON_N, match=fcu, form=taille de pois et début"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"stade 31 : baies à"	"taille de pois et les grappes"	"taille de  et les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"pendent. Les grappe"	"2692-2721"	"type=N_KON_N, match=fcu, form=taille de pois et les grappes"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"a grosseur de petit-"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"sont en position ve"	"2867-2884"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"a grosseur de petit-"	"pois, les grappes"	", les grappes"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois"	"sont en position ve"	"3205-3222"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93"	"rative Centre Ouest"	"Céréales, les Etablissements"	", les Etablissements"	"Céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"Soufflet, l'Institu"	"14739-14767"	"type=N_PUN_N, match=fcu, form=Céréales, les Etablissements"
"BSV_NA_VIGNE_Haut-Poitou_15_20190806_cle4c661d"	"rative Centre Ouest"	"Céréales, les Etablissements"	", les Etablissements"	"Céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"Soufflet, l'Institu"	"16164-16192"	"type=N_PUN_N, match=fcu, form=Céréales, les Etablissements"
"BSV_NA_VIGNE_Limousin_07_20190522_cle81f925"	"celles touchées par"	"le gel, la reprise de végétation"	"le , la reprise de végétation"	"gel ( gel ) =http://ontology.inrae.fr/frenchcropusage/Gels"	"a démarré pour les"	"2636-2668"	"type=N_PUN_N, match=fcu, form=le gel, la reprise de végétation"
"BSV_NA_VIGNE_Limousin_07_20190522_cle81f925"	"t été observées sur"	"la vigne, début et mi"	"la , début et mi"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"mai. La présence de"	"10031-10052"	"type=N_PUN_N_KON_N, match=fcu, form=la vigne, début et mi"
"BSV_NA_VIGNE_Nord_Aquitaine_04_20190416_cle876cf5"	"Aquitaine, Soufflet"	"Vigne, SRA"	", SRA"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Cadillac, Terres du"	"18041-18051"	"type=N_PUN_N, match=fcu, form=Vigne, SRA"
"BSV_NA_VIGNE_Nord_Aquitaine_07_20190507_cle8b2385"	"vigne va diluer sa"	"présence et les auxiliaires de la vigne"	"présence et les auxiliaires de la "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"vont maîtriser leur"	"15331-15370"	"type=N_KON_N, match=fcu, form=présence et les auxiliaires de la vigne"
"BSV_NA_VIGNE_Nord_Aquitaine_07_20190507_cle8b2385"	"Aquitaine, Soufflet"	"Vigne, SRA"	", SRA"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Cadillac, Terres du"	"21775-21785"	"type=N_PUN_N, match=fcu, form=Vigne, SRA"
"BSV_NA_VIGNE_Nord_Aquitaine_17_20190716_cle8d5da5"	"Aquitaine, Soufflet"	"Vigne, SRA"	", SRA"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Cadillac, Terres du"	"23453-23463"	"type=N_PUN_N, match=fcu, form=Vigne, SRA"
"BSV_NA_VIGNE_Nord_Aquitaine_19_20190730_cle819684"	"très hétérogène au"	"sein des parcelles et les baies"	"sein des parcelles et les "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"ont grossi suite au"	"4827-4858"	"type=N_KON_N, match=fcu, form=sein des parcelles et les baies"
"BSV_NA_VIGNE_Nord_Aquitaine_19_20190730_cle819684"	"Aquitaine, Soufflet"	"Vigne, SRA"	", SRA"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Cadillac, Terres du"	"23648-23658"	"type=N_PUN_N, match=fcu, form=Vigne, SRA"
"BSV_NA_VIGNE_Nord_Aquitaine_20_20190806_cle891ea2"	"Aquitaine, Soufflet"	"Vigne, SRA"	", SRA"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Cadillac, Terres du"	"22450-22460"	"type=N_PUN_N, match=fcu, form=Vigne, SRA"
"BSV_NA_VIGNE_Sud_Aquitaine_02_20190401_01_cle4bdf4a"	"iver en moins de 24"	"heures, vigne"	"heures, "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"réceptive (au moins"	"8478-8491"	"type=N_PUN_N, match=fcu, form=heures, vigne"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat, la  et la papaye"	"mangue ( manguier ) =http://ontology.inrae.fr/frenchcropusage/Manguiers"	"mais l'espèce s'en"	"10453-10485"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron ( citronnier ) =http://ontology.inrae.fr/frenchcropusage/Citronniers, goyave ( goyavier ) =http://ontology.inrae.fr/frenchcropusage/Goyaviers, banane ( bananier ) =http://ontology.inrae.fr/frenchcropusage/Bananiers, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, cerise ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, ananas ( ananas ) =http://ontology.inrae.fr/frenchcropusage/Ananas, pêche ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, poire ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers, abricot ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers, figue ( bananier musa ) =http://ontology.inrae.fr/frenchcropusage/Bananiers_musa, figue ( figuier ) =http://ontology.inrae.fr/frenchcropusage/Figuiers"	". Les légumes concer"	"10520-10658"	"type=N_PUN_N_KON_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"les tomates, poivrons, melons et courges"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, poivrons ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons, melons ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons, courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges"	". Comme les autres m"	"10697-10737"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"végétaux, , Prunus"	"oliviers ( olivier ) =http://ontology.inrae.fr/frenchcropusage/Oliviers"	"(pêchers, amandiers"	"11285-11311"	"type=N_PUN_N, match=fcu, form=végétaux, oliviers, Prunus"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	", oliviers, Prunus ("	"pêchers, amandiers"	"pêchers, amandiers"	"pêchers ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, amandiers ( amandier ) =http://ontology.inrae.fr/frenchcropusage/Amandiers"	"), laurier rose, vig"	"11313-11331"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"BSV_Viticulture_2_17_mai_2019_cle8f88af"	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, agrumes ( agrume ) =http://ontology.inrae.fr/frenchcropusage/Agrumes, chênes ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes"	"provoqués par la ma"	"11348-11400"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"Journée ensoleillée"	"Soleil et ciel"	" et ciel"	"Soleil ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"bleu ; vent Pas de"	"6596-6610"	"type=N_KON_N, match=fcu, form=Soleil et ciel"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat, la  et la papaye"	"mangue ( manguier ) =http://ontology.inrae.fr/frenchcropusage/Manguiers"	"mais l'espèce s'en"	"9389-9421"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"citron ( citronnier ) =http://ontology.inrae.fr/frenchcropusage/Citronniers, goyave ( goyavier ) =http://ontology.inrae.fr/frenchcropusage/Goyaviers, banane ( bananier ) =http://ontology.inrae.fr/frenchcropusage/Bananiers, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, cerise ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, fruit ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, ananas ( ananas ) =http://ontology.inrae.fr/frenchcropusage/Ananas, pêche ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, poire ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers, abricot ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers, figue ( bananier musa ) =http://ontology.inrae.fr/frenchcropusage/Bananiers_musa, figue ( figuier ) =http://ontology.inrae.fr/frenchcropusage/Figuiers"	". Les légumes concer"	"9456-9594"	"type=N_PUN_N_KON_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"les tomates, poivrons, melons et courges"	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates, poivrons ( poivron ) =http://ontology.inrae.fr/frenchcropusage/Poivrons, melons ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons, courges ( courge ) =http://ontology.inrae.fr/frenchcropusage/Courges"	". Comme les autres m"	"9633-9673"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"végétaux, , Prunus"	"oliviers ( olivier ) =http://ontology.inrae.fr/frenchcropusage/Oliviers"	"(pêchers, amandiers"	"10220-10246"	"type=N_PUN_N, match=fcu, form=végétaux, oliviers, Prunus"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	", oliviers, Prunus ("	"pêchers, amandiers"	"pêchers, amandiers"	"pêchers ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, amandiers ( amandier ) =http://ontology.inrae.fr/frenchcropusage/Amandiers"	"), laurier rose, vig"	"10248-10266"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"BSV_Viticulture_5_18_juillet_2019_cle8b576d"	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, agrumes ( agrume ) =http://ontology.inrae.fr/frenchcropusage/Agrumes, chênes ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes"	"provoqués par la ma"	"10283-10335"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_viti_01_du_16-04-19_cle878624"	"u pour germer. Dans"	"les parcelles de vignes, les oospores"	"les parcelles de , les oospores"	"vignes ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"(œufs d'hiver) se c"	"10882-10919"	"type=N_PUN_N, match=fcu, form=les parcelles de vignes, les oospores"
"alsace_vigne_no13_du_29-07-19_cle853dc6"	"rangs ouest et sud,"	"les rangs de bordure, les vignes"	"les rangs de bordure, les "	"vignes ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"en alterné, sont le"	"808-840"	"type=N_PUN_N, match=fcu, form=les rangs de bordure, les vignes"
"alsace_vigne_no14_du_20-08-19_cle8ee257"	"s de baies, vers de"	"la grappe, éclatements de baies"	"la grappe, éclatements de "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"(cas du Gewurztrami"	"2797-2828"	"type=N_PUN_N, match=fcu, form=la grappe, éclatements de baies"
"alsace_vigne_no14_du_20-08-19_cle8ee257"	"e, l'environnement ("	"forêt, haie"	", haie"	"forêt ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	") et de par l'éclat"	"4527-4538"	"type=N_PUN_N, match=fcu, form=forêt, haie"
"bsv_raisin_n07_14052019_cle85bd4c"	"roissance active de"	"la vigne, les conditions"	"la , les conditions"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"climatiques actuell"	"4686-4710"	"type=N_PUN_N, match=fcu, form=la vigne, les conditions"
"bsv_raisin_n12_18062019_cle8578dc"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"3119-3146"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"bsv_viti_13_27_06_2019_cle07f426"	"ades BBCH-69 et 73 ("	"grains de plomb, baies"	"grains de plomb, "	"baies ( arbuste à baies ) =http://ontology.inrae.fr/frenchcropusage/Arbres_baies"	"2-3 mm). Les parcel"	"1031-1053"	"type=N_PUN_N, match=fcu, form=grains de plomb, baies"
