"bsv"	"context before"	"locality"	"context after"	"location"	"features"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"BSV GRANDES CULTURE"	"284-300"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"e d'Agriculture des"	"Pays de la Loire"	"C OLZA Réseau d'obs"	"408-424"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"6 Maine-et-Loire, 2"	"Mayenne"	", 2 Sarthe et 2 Vend"	"568-575"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"Loire, 2 Mayenne, 2"	"Sarthe"	"et 2 Vendée Le rése"	"579-585"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"enne, 2 Sarthe et 2"	"Vendée"	"Le réseau de survei"	"591-597"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"ww.draaf.pays-de-la-"	"loire"	".agriculture.gouv.fr"	"1138-1143"	"type=DEP_NOM, $=Loire, form=loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"v.fr www.pays-de-la-"	"loire"	".chambres-agricultur"	"1179-1184"	"type=DEP_NOM, $=Loire, form=loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"on : www.pays-de-la-"	"loire"	".chambres-agricultur"	"1337-1342"	"type=DEP_NOM, $=Loire, form=loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 2 BSV GRANDES"	"1526-1542"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 3 BSV GRANDES"	"3579-3595"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"e 0 Calculez ici la"	"somme"	": BILAN évaluation"	"4661-4666"	"type=DEP_NOM, $=Somme, form=somme"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"sque à la parcelle:"	"Somme"	"des valeurs prises"	"4711-4716"	"type=DEP_NOM, $=Somme, form=Somme"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 4 BSV GRANDES"	"4948-4964"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"petites altises en"	"Mayenne"	", Sarthe et Maine-et"	"5317-5324"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"altises en Mayenne,"	"Sarthe"	"et Maine-et-Loire."	"5326-5332"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"Sur une parcelle en"	"Mayenne"	", 50 individus ont é"	"5372-5379"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 5 BSV GRANDES"	"6665-6681"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"emaine, 2 pièges de"	"Mayenne"	"et Maine-et-Loire s"	"6810-6817"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"une parcelle de la"	"Sarthe"	". Période de risque"	"7659-7665"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"s 4 parcelles de la"	"Sarthe"	", de la Mayenne et d"	"7879-7885"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"de la Sarthe, de la"	"Mayenne"	"et du Maine-et-Loir"	"7893-7900"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 6 BSV GRANDES"	"8569-8585"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"e la région. En Sud"	"Loire"	", des larves de sésa"	"9181-9186"	"type=DEP_NOM, $=Loire, form=Loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"aussi signalées au"	"Nord"	"de la Loire jusqu'a"	"9306-9310"	"type=DEP_NOM, $=Nord, form=Nord"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"alées au Nord de la"	"Loire"	"jusqu'au Sud de la"	"9317-9322"	"type=DEP_NOM, $=Loire, form=Loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"jusqu'au Sud de la"	"Mayenne"	". La pyrale du maïs"	"9342-9349"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"principal foreur en"	"Nord"	"Loire mais le suivi"	"9398-9402"	"type=DEP_NOM, $=Nord, form=Nord"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"ipal foreur en Nord"	"Loire"	"mais le suivi des s"	"9403-9408"	"type=DEP_NOM, $=Loire, form=Loire"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 7 BSV GRANDES"	"10747-10763"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 8 BSV GRANDES"	"11295-11311"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Rédacteur : Alexia"	"11670-11686"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"ambre d'agriculture"	"Pays de la Loire"	", Coop de France Oue"	"11958-11974"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"BSV GRANDES DU CULT"	"219-235"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"e d'Agriculture des"	"Pays de la Loire"	"C URSEURS DE RISQUE"	"346-362"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"ww.draaf.pays-de-la-"	"loire"	".agriculture.gouv.fr"	"756-761"	"type=DEP_NOM, $=Loire, form=loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"v.fr www.pays-de-la-"	"loire"	".chambres-agricultur"	"797-802"	"type=DEP_NOM, $=Loire, form=loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"on : www.pays-de-la-"	"loire"	".chambres-agricultur"	"955-960"	"type=DEP_NOM, $=Loire, form=loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 2 BSV GRANDES"	"1144-1160"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"tition suivante : 1"	"Loire"	"-Atlantique, 6 Maine"	"1351-1356"	"type=DEP_NOM, $=Loire, form=Loire"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"6 Maine-et-Loire, 2"	"Mayenne"	", 6 Sarthe et 3 Vend"	"1389-1396"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"Loire, 2 Mayenne, 6"	"Sarthe"	"et 3 Vendée Stade p"	"1400-1406"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"enne, 6 Sarthe et 3"	"Vendée"	"Stade phénologique"	"1412-1418"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 3 BSV GRANDES"	"2747-2763"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 4 BSV GRANDES"	"4489-4505"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 5 BSV GRANDES"	"5495-5511"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 6 BSV GRANDES"	"6731-6747"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 7 BSV GRANDES"	"8584-8600"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 8 BSV GRANDES"	"10718-10734"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Rédacteur : Adeline"	"11474-11490"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"ambre d'agriculture"	"Pays de la Loire"	", Coop de France Oue"	"11770-11786"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"BSV GRANDES CULTURE"	"55-71"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"e d'Agriculture des"	"Pays de la Loire"	"ACTUALITÉS C URSEUR"	"177-193"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ww.draaf.pays-de-la-"	"loire"	".agriculture.gouv.fr"	"1117-1122"	"type=DEP_NOM, $=Loire, form=loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"v.fr www.pays-de-la-"	"loire"	".chambres-agricultur"	"1158-1163"	"type=DEP_NOM, $=Loire, form=loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"on : www.pays-de-la-"	"loire"	".chambres-agricultur"	"1316-1321"	"type=DEP_NOM, $=Loire, form=loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 2 BSV GRANDES"	"1505-1521"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"9 Maine-et-Loire, 2"	"Mayenne"	", 7 Sarthe et 8 Vend"	"1735-1742"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"Loire, 2 Mayenne, 7"	"Sarthe"	"et 8 Vendée. 18 bl"	"1746-1752"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"enne, 7 Sarthe et 8"	"Vendée"	". 18 blés tendres,"	"1758-1764"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ur 1 parcelle de la"	"Sarthe"	"avec en moyenne 2 i"	"2506-2512"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 3 BSV GRANDES"	"2759-2775"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"tp://www.pays-de-la-"	"loire"	".chambres-agricultur"	"5009-5014"	"type=DEP_NOM, $=Loire, form=loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ions-des-pays-de-la-"	"loire"	"/detail-de-la-public"	"5080-5085"	"type=DEP_NOM, $=Loire, form=loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 4 BSV GRANDES"	"5539-5555"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 5 BSV GRANDES"	"5821-5837"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 6 BSV GRANDES"	"8308-8324"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"tition suivante : 1"	"Loire"	"-Atlantique, 5 Maine"	"8516-8521"	"type=DEP_NOM, $=Loire, form=Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"5 Maine-et-Loire, 2"	"Mayenne"	", 10 Sarthe et 5 Ven"	"8554-8561"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"oire, 2 Mayenne, 10"	"Sarthe"	"et 5 Vendée Stade p"	"8566-8572"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"nne, 10 Sarthe et 5"	"Vendée"	"Stade phénologique"	"8578-8584"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 7 BSV GRANDES"	"9846-9862"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"sur 1 parcelle En"	"Mayenne"	": 1 parcelle présen"	"11498-11505"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ve par pied Dans la"	"Sarthe"	": 0,5 larve en moye"	"11564-11570"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ntant des larves En"	"Vendée"	": 5 % de plantes av"	"11686-11692"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 8 BSV GRANDES"	"12146-12162"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"novia le 06/11/2018"	"Somme"	"T°Cj 40 190 240 290"	"12369-12374"	"type=DEP_NOM, $=Somme, form=Somme"
"20181106_bsv_grandes_cultures_34_cle08159b"	"mbres d'Agriculture"	"Bretagne"	"et Pays de la Loire"	"13976-13984"	"type=REG_NOM, $=Bretagne, form=Bretagne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"culture Bretagne et"	"Pays de la Loire"	", avec l'appui des d"	"13988-14004"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 9 BSV GRANDES"	"14111-14127"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 10 BSV GRANDES"	"14910-14926"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ue 2 cuvettes de la"	"Sarthe"	"sont positives sur"	"15156-15162"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 11 BSV GRANDES"	"16726-16742"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"s en particulier en"	"Vendée"	". Les pluies vont êt"	"17125-17131"	"type=DEP_NOM, $=Vendée, form=Vendée"
"20181106_bsv_grandes_cultures_34_cle08159b"	"nce. Hors réseau en"	"Sarthe"	"et Mayenne, des dég"	"17215-17221"	"type=DEP_NOM, $=Sarthe, form=Sarthe"
"20181106_bsv_grandes_cultures_34_cle08159b"	"réseau en Sarthe et"	"Mayenne"	", des dégâts (hors v"	"17225-17232"	"type=DEP_NOM, $=Mayenne, form=Mayenne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 12 BSV GRANDES"	"17620-17636"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"seau lin oléagineux"	"Nord"	"-Ouest est composé à"	"18010-18014"	"type=DEP_NOM, $=Nord, form=Nord"
"20181106_bsv_grandes_cultures_34_cle08159b"	"te : 5 parcelles en"	"Centre-Val de Loire"	", 1 parcelle en Poit"	"18183-18202"	"type=REG_NOM_OLD, $=Centre-Val de Loire, form=Centre-Val de Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"oire, 1 parcelle en"	"Poitou Charentes"	", 1 en Bretagne, 1 e"	"18218-18234"	"type=REG_NOM_OLD, $=Poitou-Charentes, form=Poitou Charentes"
"20181106_bsv_grandes_cultures_34_cle08159b"	"tou Charentes, 1 en"	"Bretagne"	", 1 en Pays de la Lo"	"18241-18249"	"type=REG_NOM, $=Bretagne, form=Bretagne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"1 en Bretagne, 1 en"	"Pays de la Loire"	". Stade phénologique"	"18256-18272"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"es hétérogènes (Sud"	"Centre-Val de Loire"	") et retardent les s"	"18515-18534"	"type=REG_NOM_OLD, $=Centre-Val de Loire, form=Centre-Val de Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"e semaine en région"	"Centre-Val de Loire"	", Pays de la Loire e"	"18669-18688"	"type=REG_NOM_OLD, $=Centre-Val de Loire, form=Centre-Val de Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"entre-Val de Loire,"	"Pays de la Loire"	"et Bretagne. Les 5"	"18690-18706"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"Pays de la Loire et"	"Bretagne"	". Les 5 parcelles ob"	"18710-18718"	"type=REG_NOM, $=Bretagne, form=Bretagne"
"20181106_bsv_grandes_cultures_34_cle08159b"	"otylédons en région"	"Centre-Val de Loire"	"(département 36), e"	"18795-18814"	"type=REG_NOM_OLD, $=Centre-Val de Loire, form=Centre-Val de Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"s et le stade B1 en"	"Centre-Val de Loire"	"(département 36) et"	"18877-18896"	"type=REG_NOM_OLD, $=Centre-Val de Loire, form=Centre-Val de Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	") et au stade B2 en"	"Pays de la Loire"	"et Bretagne(départe"	"18932-18948"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Page 13 BSV GRANDES"	"20168-20184"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"bres d'agricultures"	"Pays de la Loire"	"et Terres Inovia),"	"20379-20395"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20181106_bsv_grandes_cultures_34_cle08159b"	"DU TERRITOIRE 2018"	"PAYS DE LA LOIRE"	"Rédacteur : Alexia"	"20807-20823"	"type=REG_NOM, $=Pays de la Loire, form=PAYS DE LA LOIRE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"ambre d'agriculture"	"Pays de la Loire"	", Coop de France Oue"	"21095-21111"	"type=REG_NOM, $=Pays de la Loire, form=Pays de la Loire"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"du Végétal Edition"	"Auvergne"	"-Rhône-Alpes territo"	"68-76"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"al Edition Auvergne-"	"Rhône-Alpes"	"territoire auvergna"	"77-88"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"1049-1057"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"1058-1069"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"2725-2733"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"2734-2745"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"3759-3767"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"3768-3779"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"onale d'Agriculture"	"Auvergne"	"-Rhône-AlpesCoordonn"	"4542-4550"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"griculture Auvergne-"	"Rhône"	"-AlpesCoordonnées du"	"4551-4556"	"type=DEP_NOM, $=Rhône, form=Rhône"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"ulture de la région"	"Auvergne"	"-Rhône-Alpes, des ly"	"4805-4813"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"la région Auvergne-"	"Rhône-Alpes"	", des lycées agricol"	"4814-4825"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"5501-5509"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"5510-5521"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"du Végétal Edition"	"Auvergne"	"-Rhône-Alpes territo"	"39-47"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"al Edition Auvergne-"	"Rhône-Alpes"	"territoire rhônalpi"	"48-59"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"de Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"569-577"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"578-589"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"2042-2050"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"2051-2062"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"3432-3440"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"3441-3452"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"4061-4069"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es, région Auvergne-"	"Rhône-Alpes"	", édition du territo"	"4070-4081"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"onale d'Agriculture"	"Auvergne"	"-Rhône-AlpesCoordonn"	"4427-4435"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"griculture Auvergne-"	"Rhône"	"-AlpesCoordonnées du"	"4436-4441"	"type=DEP_NOM, $=Rhône, form=Rhône"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"ulture de la région"	"Auvergne"	"-Rhône-Alpes, des sy"	"4688-4696"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"la région Auvergne-"	"Rhône-Alpes"	", des syndicats de p"	"4697-4708"	"type=REG_NOM_OLD, $=Rhône-Alpes, form=Rhône-Alpes"
"20190228_BSV_grandes_cultures_Rhone-Alpes_N_02_cle46d5a8"	"es Cultures, région"	"Auvergne"	"-Rhône-Alpes, éditio"	"5392-5400"	"type=REG_NOM_OLD, $=Auvergne, form=Auvergne"
